,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
8669, Élite,(2018– ),"
Crime, Drama, Thriller            ",7.3,"
Samuel tells Ari to make her choice while Guzmán plans a romantic date. Cayetana is stunned by a realization. Mencía is backed into a corner.","

    Stars:
Itzan Escamilla,
Miguel Bernardeau,
Arón Piper,
Claudia Salas
",538,49.0,
5415,Maria Bamford: Old Baby,(2017 TV Special),"
Documentary, Comedy            ",6.1,"
Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special.","
    Director:
Jessica Yu
|
    Stars:
Maria Bamford,
Rhea Butcher,
Alex Blue Davis,
Melinda Hill
",914,64.0,
4990,An Act of War,(2015),"
Crime, Drama, Thriller            ",5.2,"
A veteran tries to put his life back together, but is drawn to deeds that may be more dangerous than his tour of duty.","
    Director:
Ryan M. Kennedy
|
    Stars:
Russ Russo,
Natasha Alam,
Doug E. Doug,
Joseph R. Gannascoli
","1,422",99.0,$0.11M
6812, Lunatics,(2019),"
Comedy            ",7.4,"
Jana plans a pet art show. Keith has big ideas for the new store. Becky struggles to fit in at college. Quentin goes all out for his 30th birthday.","
    Director:
Chris Lilley
|
    Stars:
Cameron Leonard,
Min Suk Chun,
Dylan Gavasse,
Ellyse Gough
",77,,
5114,Bikya,(2018),"
Comedy, Drama            ",4.5,"
An international organization tries to kidnap Mustafa, an Egyptian cancer and AIDS medicine researcher.","
    Director:
Mohamed Hamdy
|
    Stars:
Muhammad Ragab,
Ayten Amer,
Hasan Abdulfattah,
Sabri Abdulmonem
",105,95.0,
4346,Rebelión de los Godínez,(2020),"
Comedy            ",4.1,"
Omar Buendía, a super smart guy, who came out with the best average in school and is expected to do great things in life.","
    Director:
Carlos Morett
|
    Stars:
Gustavo Egelhaaf,
Alejandro Suárez,
Bárbara de Regil,
Mauricio Argüelles
",426,93.0,
3090,Battle,(I) (2018),"
Drama, Music, Romance            ",5.9,"
Amalie works hard to fit in to a world where having it all is what matters - looks, money and dancing skills. Then she meets Michael, the street-dancer, who is different from any other person she has met.","
    Director:
Katarina Launing
|
    Stars:
Lisa Teige,
Fabian Svegaard Tapia,
Vebjørn Enger,
Stig R. Amdam
","3,918",95.0,
8263, Siempre Bruja,(2019– ),"
Drama, Fantasy            ",8.2,"
Add a Plot
","
    Director:
Juan Felipe Cano
|
    Stars:
Angely Gaviria,
Óscar Casas,
Sofía Araújo,
Dylan Fuentes
",17,,
4249,Misfit 3: De Finale,(2020),"
Comedy            ",5.3,"
Add a Plot
","
    Director:
Erwin van den Eshof
|
    Stars:
Djamila,
Niek Roozen,
Jolijn Henneman,
Fenna Ramos
",68,82.0,
7590," The Mind, Explained",(2019),"
Documentary            ",7.9,"
The Mind Explained looks at anxiety and explores who it is so common. It talks to neuroscientists who explain the physiological and evolutionary basis of anxiety. Although it can help ...                See full summary »
","

    Stars:
Emma Stone,
Ali Mattu,
Robert Sapolsky,
Maria Bamford
",313,21.0,
9115, Vikings: Valhalla,,"
Action, Adventure, Drama            ",,"
Add a Plot
","

    Stars:
Laura Berlin,
Kenneth M. Christensen,
Sam Corlett,
Bradley Freegard
",,,
6291,Buds,(2016),"
Comedy            ",,"
A group of friends, on their last Christmas break home together before college, attempts to prank their small town, while the local police chief, suffering from chronic back pain, struggles...                See full summary »
","
    Director:
Matthew Parcher
|
    Stars:
Steven Lu,
Daniel Simpson,
Alex Lisenbee,
Milan Anich II
",,,
7965, Jamtara: Sabka Number Ayega,(2020– ),"
Crime            ",7.0,"
The boys adopt Sunny's get-rich-quick strategy. Anas looks to break a story in the paper. As Sunny's confidence grows, Brajesh visits him and Gudiya.","
    Director:
Soumendra Padhi
|
    Stars:
Amit Sial,
Dibyendu Bhattacharya,
Aksha Pardasany,
Sparsh Srivastav
",89,25.0,
9259, The Umbrella Academy,(2019– ),"
Action, Adventure, Comedy            ",,"
The siblings get to know some more of the 43 children in an alternate timeline.","
    Director:
Jeremy Webb
|
    Stars:
Genesis Rodriguez,
Elliot Page,
Tom Hopper,
Robert Sheehan
",,,
355,Spenser Confidential,(2020),"
Action, Comedy, Crime            ",6.2,"
When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals.","
    Director:
Peter Berg
|
    Stars:
Mark Wahlberg,
Winston Duke,
Alan Arkin,
Iliza Shlesinger
","77,727",111.0,
5199,Empress,(I),"
Action, Adventure, Drama            ",,"
The wife of a galactic dictator makes the decision to leave her husband and take her three kids: Aine, Adam, and Puck, to her home world. But the dictator husband, with armies at his disposal, isn't going to let her go without a fight.","
",,,
8617, Jeffrey Epstein: Filthy Rich,(2020),"
Documentary, Crime            ",7.5,"
Arrested and charged in 2019 with child sex trafficking, Epstein spends only a short time behind bars, but his accusers still get their day in court.","
    Director:
Lisa Bryant
|
    Stars:
Jeffrey Epstein,
Virginia Roberts Giuffre,
Sigrid McCawley,
Ghislaine Maxwell
",646,57.0,
7950, Narcoworld: Dope Stories,(2019– ),"
Documentary, Crime            ",6.8,"
The drug MDMA is disturbingly popular in the UK, where dealers smuggle it into music festivals and raves for eager customers.","
    Director:
Dickon Le Marchant
|
    Star:
Michael Beach
",29,38.0,
775,MILF,(2018),"
Comedy            ",4.7,"
Three best friends in their forties start a relationship with younger men while on vacation.","
    Director:
Axelle Laffont
|
    Stars:
Marie-Josée Croze,
Virginie Ledoyen,
Axelle Laffont,
Waël Sersoub
","5,187",101.0,
741,Pixels,(2015),"
Action, Comedy, Fantasy            ",5.5,"
When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","
    Director:
Chris Columbus
|
    Stars:
Adam Sandler,
Kevin James,
Michelle Monaghan,
Peter Dinklage
","135,509",105.0,$78.75M
5512,Ugly Duckling Series: Boy's Paradise,(2015),"
Drama, Romance            ",7.0,"
Happily living alone in her family's pension, Mami vows to die before dating a man, after her mother catches on to her secret girl crush. So her mother rents out the house to three guys in ...                See full summary »
","

    Stars:
Korn Khunatipapisiri,
Mcfadden Kitkasem,
Esther Supreeleela,
Sean Jindachot
",16,60.0,
2867,Dead in Tombstone,(2013 Video),"
Action, Fantasy, Horror            ",4.9,"
A leader killed by his own gang, gets offered a chance by Satan himself to escape damnation.","
    Director:
Roel Reiné
|
    Stars:
Danny Trejo,
Mickey Rourke,
Anthony Michael Hall,
Dina Meyer
","5,271",100.0,
4747,A Weekend with the Family,(2016),"
Comedy            ",4.9,"
A young attorney looks to gain a position at a prestigious law firm while secretly dating his boss' daughter, who he's hoping to marry; but when his loving girlfriend decides to arrange a ...                See full summary »
","
    Director:
Chris Stokes
|
    Stars:
Marques Houston,
Karrueche Tran,
Wendy Raquel Robinson,
Clifton Powell
",363,82.0,
6273,The Experiment,(III) (2011),"
Documentary, Crime, Drama            ",6.8,"
When Hurricane Katrina shredded the levees in New Orleans, the flood waters took lives, homes and part of the city's soul. But when the water receded, it exposed the problems of the past, ...                See full summary »
","
    Director:
Ben Lemoine
|
    Stars:
Kathleen Blanco,
Douglas Brinkley,
Gerald Carter,
James Carville
",11,89.0,
1583,"Bom Dia, Verônica",(2020– ),"
Crime, Drama, Mystery            ",7.6,"
After witnessing a suicide, an unobtrusive police clerk decides to investigate two neglected cases on her own, both involving abused women.","

    Stars:
Tainá Müller,
Camila Morgado,
Eduardo Moscovis,
Antônio Grassi
","2,893",49.0,
2338,Roll Red Roll,(2018),"
Documentary, Crime            ",7.1,"
An account of a notable sexual assault that took place in Steubenville, Ohio in 2012, and the role that social media played in the crime and on the community.","
    Director:
Nancy Schwartzman
|
    Stars:
Mark Cole,
Anthony Craig,
Rachel Dissell,
Alexandria Goddard
","2,377",80.0,
8963," Bom Dia, Verônica",(2020– ),"
Crime, Drama, Mystery            ",7.6,"
An abused woman commits suicide suddenly, while in a police station. Her last words give a clue to police clerk Veronica to investigate, although the Chief of Police, who is to retire in a year, wants to call it just a simple suicide.","
    Directors:
Rog de Souza,
José Henrique Fonseca,
Izabel Jaguaribe
|
    Stars:
Tainá Müller,
Camila Morgado,
Eduardo Moscovis,
César Mello
",198,,
4894,Hurricane of Fun: The Making of Wet Hot,(2015),"
Documentary            ",7.0,"
In 2000, David Wain and Michael Showalter set out to make their first film Wet Hot American Summer. It was a low budget independent film and they cast their friends and a handful of unknown...                See full summary »
","
    Director:
Amy Rice
|
    Stars:
Elizabeth Banks,
Michael Ian Black,
Bradley Cooper,
Janeane Garofalo
","1,475",64.0,
1011,Feel the Beat,(2020),"
Comedy, Drama, Family            ",6.3,"
After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition.","
    Director:
Elissa Down
|
    Stars:
Sofia Carson,
Pamela MacDonald,
Sonia Laplante,
Nayo
","9,400",109.0,
6142,La Sangre del Gallo,(2015),"
Action, Crime, Drama            ",5.3,"
Is a thriller that goes deep into the cannon of the best of genre film, building up from the visuals a fragmented universe that reflects the tumultuous inner journey of its protagonist. A rabidly modern movie. A modern fable.","
    Director:
Mariano Dawidson
|
    Stars:
Santiago Pedrero,
Eduardo Sapac,
Emiliano Carrazzone,
Coni Marino
",168,84.0,
3997,Yosemite,(2015),"
Drama            ",4.8,"
It's the fall of 1985. The intertwining tales of three 5th grade friends, Chris, Joe and Ted, unfold in the suburban paradise of Palo Alto, as the threat of a mountain lion looms over the community.","
    Director:
Gabrielle Demeestere
|
    Stars:
James Franco,
Everett Meckler,
Alec Mansky,
Calum John
",830,80.0,$0.01M
8662, Meerkat Manor,(2005–2008),"
Documentary            ",,"
Mitch becomes The Whiskers' dominant male, Rocket Dog is looking for a place to give birth, and pregnant Nikita evicts lots of the Commando females, then turns on Zorro and his boys.","

    Star:
Stockard Channing
",,23.0,
4556,Juana Brava,(2015),"
Drama            ",7.0,"
After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality.","

    Stars:
Elisa Zulueta,
Lux Pascal,
Gastón Salgado,
Nelson Brodt
",21,60.0,
9595, Fate: The Winx Saga,(2021– ),"
Action, Adventure, Drama            ",,"
Add a Plot
","

    Stars:
Freddie Thorp,
Sadie Soverall,
Theo Graham,
Jacob Dudman
",,,
4139,Singapore Social,(2019– ),"
Reality-TV            ",5.1,"
A Reality TV-series following a group of young Singaporeans.","

    Stars:
Sukki Singapora,
Paul Foster,
Nicole Ong,
Vinny Sharpe
","1,749",,
4231,Rimetti a noi i nostri debiti,(2018),"
Drama            ",6.0,"
A man struggling under the crushing weight of debt must work as a tax collector to pay off his creditors.","
    Director:
Antonio Morabito
|
    Stars:
Claudio Santamaria,
Marco Giallini,
Jerzy Stuhr,
Flonja Kodheli
","1,436",104.0,
9768, The Circle,(2020– ),"
Game-Show, Reality-TV            ",7.3,"
The participants throw a democracy-themed party and revel in the hi-jinks until an unexpected elimination choice takes an intimate turn.","

    Stars:
Michelle Buteau,
Jack Atkins,
Khat Bell,
Deleesa Carrasquillo
",77,53.0,
6420,Resolvi Esperar,(2018 Video),"
Short, Comedy            ",,"
Add a Plot
","
    Director:
Fernanda Weinfeld
|
    Star:
Sandy
",,,
2616,My Next Guest Needs No Introduction with David Letterman,(2018– ),"
Talk-Show            ",7.9,"
Comedian David Letterman interviews people he finds fascinating.","

    Stars:
David Letterman,
Kim Kardashian,
George Clooney,
Tina Fey
","4,945",60.0,
8583, Casi Feliz,(2020– ),"
Comedy            ",7.3,"
Add a Plot
","

    Stars:
Sebastián Wainraich,
Natalie Pérez,
Santiago Korovsky,
Alfredo Castellani
",26,23.0,
6985, La Reina de Indias y el Conquistador,(2020– ),"
Drama, History            ",,"
Pedro frees Catalina and the two escape, but not without serious injury. As Pedro nurses Catalina, a bond develops between them.","

    Stars:
Emmanuel Esparza,
Essined Aponte,
Manuel Navarro,
Álvaro Benet
",,,
7995, Virgin River,(2019– ),"
Drama, Romance            ",7.7,"
When police find a body in the woods, Preacher worries about the implications. Charmaine and Jack work on a birth plan with Mel.","
    Director:
Tim Matheson
|
    Stars:
Alexandra Breckenridge,
Martin Henderson,
Colin Lawrence,
Benjamin Hollingsworth
",306,40.0,
6154,Prodigy,(II),"
Action, Adventure            ",,"
Super genius Edison Crane faces his first true test in the form of a world-ending threat that only his could confront.","
",,,
2765,Ricos de Amor,(2020),"
Comedy, Romance            ",5.8,"
Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.","
    Directors:
Bruno Garotti,
Jessica Blue
|
    Stars:
Danilo Mesquita,
Giovanna Lancellotti,
Jaffar Bambirra,
Lellê
","2,288",104.0,
2741,Battlefish,(2018– ),"
Reality-TV            ",7.1,"
Over the course of the fishing season, a group of fishing boats pursues the lucrative albacore tuna in the competitive waters off the Oregon coast.","

    Stars:
Justin Bradbury,
William Harper,
Bill Rehmke,
Karl Travenshek
",385,42.0,
3184,Courage & Stupidity,(2005),"
Comedy, Fantasy            ",7.5,"
A young director must find a way to make his movie after he accidentally breaks the film's main prop.","
    Director:
Darin Beckstead
|
    Stars:
Todd Wall,
Aaron Fiore,
Kahil Dotay,
Tom Bitler
","3,187",25.0,
2452,Danger Mouse,(2015–2019),"
Animation, Action, Adventure            ",7.1,"
The continuing adventures of secret agent Danger Mouse and his sidekick Penfold.","

    Stars:
Alexander Armstrong,
Kevin Eldon,
Dave Lamb,
Stephen Fry
",499,22.0,
3006,Superlópez,(2018),"
Action, Comedy, Sci-Fi            ",5.4,"
Juan López, an ordinary and anonymous office worker, decides to expose his superpowers to turn into the first Spanish superhero: Superlópez.","
    Director:
Javier Ruiz Caldera
|
    Stars:
Dani Rovira,
Alexandra Jiménez,
Julián López,
Maribel Verdú
","3,326",108.0,
4075,Çok Filim Hareketler Bunlar,(2010),"
Comedy            ",4.4,"
Çok film hareketler bunlar They are a 2010 comedy movie where scenarios and acting are undertaken in BKM group.","
    Director:
Ozan Açiktan
|
    Stars:
Gülsüm Alkan,
Ibrahim Büyükak,
Emre Canpolat,
Murat Eken
","4,598",134.0,
3994,The Out-Law,,"
Action, Comedy            ",,"
A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.","
    Director:
Tyler Spindel
|
    Stars:
Pierce Brosnan,
Adam Devine
",,,
8812, Lupin,(2021– ),"
Action, Crime, Drama            ",7.2,"
Assane searches for Raoul with Guedira in tow. In a deserted Normandy mansion, a heated confrontation erupts between Leonard and Assane.","
    Director:
Ludovic Bernard
|
    Stars:
Omar Sy,
Ludivine Sagnier,
Hervé Pierre,
Soufiane Guerrab
","1,409",43.0,
3380,Open Heart,(2015),"
Drama, Mystery, Romance            ",7.1,"
In the wake of her father's disappearance, 16-year-old Dylan Blake falls in with the wrong crowd, gets arrested, and earns court-ordered community service volunteering at Open Heart ...                See full summary »
","

    Stars:
Tori Anderson,
Karis Cameron,
Jenny Cooper,
Justin Kelly
",653,22.0,
9756, Bangkok Breaking,(2021– ),"
Action, Crime, Drama            ",,"
Add a Plot
","
    Director:
Kongkiat Khomsiri
",,,
2476,Gakusen toshi asterisk,(2015– ),"
Animation, Action, Comedy            ",6.9,"
The Academy City on the water, Rikka (also known as Asterisk) is the world's largest stage for the integrated battle entertainment, ""Star Wars Festival."" The young boys and girls of the ""...                See full summary »
","

    Stars:
Atsushi Tamaru,
Ai Kakuma,
Kira Buckland,
Erik Scott Kimerer
","1,696",23.0,
1073,Crossing Lines,(2013–2015),"
Action, Crime, Drama            ",7.3,"
A special crime unit investigates serialized crimes that cross over European borders, to hunt down criminals and bring them to justice.","

    Stars:
Tom Wlaschiha,
Donald Sutherland,
Lara Rossi,
William Fichtner
","12,545",43.0,
1106,Órbita 9,(2017),"
Drama, Romance, Sci-Fi            ",5.9,"
Helena is a young girl who spent all her life in a space pod just after her birth, traveling from Earth to a distant planet where she will reunite with others space colonials, with the ...                See full summary »
","
    Director:
Hatem Khraiche
|
    Stars:
Clara Lago,
Álex González,
Andrés Parra,
Belén Rueda
","7,123",95.0,
2173,The Last Laugh,(I) (2019),"
Comedy            ",5.6,"
When retired talent manager Al Hart is reunited with his first client, Buddy Green, a comic who quit show business 50 years ago, he convinces Buddy to escape their retirement community and hit the road for a cross-country comedy tour.","
    Director:
Greg Pritikin
|
    Stars:
Chevy Chase,
Richard Dreyfuss,
Andie MacDowell,
Kate Micucci
","5,277",98.0,
8110, Hit and Run,(2021– ),"
Action, Crime, Drama            ",,"
Add a Plot
","
    Director:
Mike Barker
|
    Stars:
Lior Raz,
Tom Scorzone,
Sanaa Lathan,
Gregg Henry
",,,
4846,Michael Che Matters,(2016 TV Special),"
Comedy            ",7.2,"
Jesus, Guns, Black Lives Matter. White girls dancing, Honest, uncompromising comedy where no topic is out of bounds","
    Director:
Oz Rodriguez
|
    Stars:
Michael Che,
DJ Cipha Sounds,
Jeremy Gaddie,
Jeff Motley
","2,289",61.0,
662,The Gray Man,(2022),"
Action, Thriller            ",,"
In Europe, a CIA operative-turned-assassin looks to evade mysterious forces as he tries to save the lives of the daughters who don't know he exists.","
    Directors:
Anthony Russo,
Joe Russo
|
    Stars:
Ana de Armas,
Chris Evans,
Ryan Gosling,
Jessica Henwick
",,,
7607, Fate: The Winx Saga,(2021– ),"
Action, Adventure, Drama            ",7.5,"
Bloom continues her search for answers with Sky. Beatrix works to conceal her crime. A special guest visits Alfea - and leaves Stella feeling conflicted.","
    Director:
Hannah Quinn
|
    Stars:
Abigail Cowen,
Hannah van der Westhuysen,
Precious Mustapha,
Eliot Salt
",854,47.0,
5830,Novatos,(2015),"
Drama            ",4.8,"
Hazing (Novatos) a feature film based on the director's true story. The story of Alex, a fresher who rejects hazing, and Carla, a fresher who doesn't care too much about it. Between them, ...                See full summary »
","
    Director:
Pablo Aragüés
|
    Stars:
Nicolás Coronado,
Javier Butler,
Lucía Ramos,
Alejandra Onieva
",257,92.0,
6857, The Pentaverate,(II),"
Comedy            ",,"
Add a Plot
","
    Director:
Tim Kirkby
|
    Stars:
Nick Harris,
Nicklas Kingo,
Phill Webster,
Donald Sage Mackay
",,,
356,Centaurworld,(2021– ),"
Animation, Adventure, Comedy            ",7.5,"
A hardened war horse transported away from battle finds herself in a land that's inhabited by silly, singing centaurs of all shapes and sizes.","

    Stars:
Kimiko Glenn,
Megan Hilty,
Parvesh Cheena,
Chris Diamantopoulos
",207,25.0,
3204,Aala Kaf Ifrit,(2017),"
Crime, Drama, Thriller            ",7.0,"
A college student seeks help after a brutal assault but faces a bureaucratic nightmare when she reveals that her perpetrators are police officers.","
    Director:
Kaouther Ben Hania
|
    Stars:
Mariam Al Ferjani,
Ghanem Zrelli,
Noomen Hamda,
Mohamed Akkari
","1,912",100.0,$0.01M
7055, The Expanding Universe of Ashley Garcia,(2020),"
Comedy            ",7.0,"
Tío Victor works on his image for a Sports Illustrated interview; Stick shares some peculiar research; Ashley struggles with her feelings for Tad.","
    Director:
Eva Longoria
|
    Stars:
Paulina Chávez,
Conor Husting,
Bella Podaras,
Reed Horstmann
",25,,
7576, The Big Show Show,(2020),"
Comedy            ",7.6,"
Lola's best friend from Minnesota comes for a visit; Mandy and Taylor engage in a debate in front of the school; the Big Show gets back in the ring.","
    Director:
Leonard R. Garner Jr.
|
    Stars:
Paul Wight,
Allison Munn,
Reylynn Caster,
Lily Brooks O'Briant
",95,26.0,
7034, La Reina de Indias y el Conquistador,(2020– ),"
Drama, History            ",,"
Inés confronts her son. Meneses gives his blackmailer intel. Pedro begs Catalina not to condemn Alonso and herself to an unhappy marriage.","

    Stars:
Emmanuel Esparza,
Essined Aponte,
Manuel Navarro,
Álvaro Benet
",,,
7650, Hollywood,(2020),"
Drama            ",7.8,"
Avis Amberg requests the services of the Golden Tip as Henrietta grows suspicious of Jack. Raymond Ainsley, an up-and-coming director fresh out of film school, attempts to get his film greenlit by Ace Pictures.","
    Director:
Daniel Minahan
|
    Stars:
David Corenswet,
Darren Criss,
Laura Harrier,
Joe Mantello
","1,345",44.0,
9772, The Circle,(2020– ),"
Game-Show, Reality-TV            ",7.6,"
After a major blocking, the players decode a departing message. Two competing duos craft new plans. The circle goes glam for an awards ceremony.","

    Stars:
Michelle Buteau,
Jack Atkins,
Khat Bell,
Deleesa Carrasquillo
",79,47.0,
2489,Abstract: The Art of Design,(2017– ),"
Documentary            ",8.4,"
A look beyond blueprints and computers into the art and science of design, showcasing great designers from every discipline whose work shapes our world.","

    Stars:
Platon,
Cas Holman,
Ian Spalter,
Elisabeth Biondi
","5,046",45.0,
6451,Metro,(2008),"
Drama            ",,"
The dark heart of the city is the setting for this provocative exploration of power, corruption, love and betrayal in the desperate struggle to rise above the streets and stay there. Will you turn a blind eye, or can you handle the truth?","
    Director:
Christopher Dorrah
|
    Stars:
Christopher Dorrah,
Leslie Black,
Eddie Dukes,
Jacque Gochett
",,120.0,
7737, Snowpiercer,(2020– ),"
Action, Drama, Sci-Fi            ",7.9,"
Mr. Wilford has arrived. And as this new threat rattles Snowpiercer to its core, Melanie makes a move that can't be undone.","
    Director:
Christoph Schrewe
|
    Stars:
Jennifer Connelly,
Daveed Diggs,
Mickey Sumner,
Alison Wright
","1,145",47.0,
9095, Power Rangers: Dino Fury,(2021),"
Action, Adventure, Comedy            ",8.0,"
The Rangers tease Ollie for bringing all of his gadgets on a camping trip. But his tech might be their only hope when sinister Sporix suddenly attack.","
    Director:
Charlie Haskell
|
    Stars:
Russell Curry,
Hunter Deno,
Kainalu Moya,
Tessa Rao
",11,21.0,
8420, Buddi,(2020– ),"
Animation            ",,"
The Buddis bounce, spin, glide - and giggle. - through their magical world, learning new things and sharing the joy of friendship.","
    Directors:
Jason Jameson,
Robert Milne
|
    Stars:
Greta Jameson,
Ralf Jameson,
Clementine Laikin,
Felix Laikin
",,,
9799, Hagane no renkinjutsushi,(2009–2012),"
Animation, Action, Adventure            ",8.2,"
Al is abducted by chimeras led by the seemingly indestructible Homunculus known as Greed. When Ed's rescue attempt falls short, Izumi proves once more that she's got the brothers' best interests in mind.","
    Directors:
Yasuhiro Irie,
Keiko Oyamada
|
    Stars:
Vic Mignogna,
Maxey Whitehead,
Chris Patton,
Travis Willingham
","1,070",25.0,
1248,The Circle,(2020– ),"
Game-Show, Reality-TV            ",7.3,"
Players start off isolated in an apartment, and with their online interactions as their only means of any communication. The players use a social media platform called ""The Circle"".","

    Stars:
Michelle Buteau,
Jack Atkins,
Deleesa Carrasquillo,
Courtney Revolution
","5,276",48.0,
4388,Film Kteer Kbeer,(2015),"
Action, Crime, Drama            ",7.1,"
Intending to smuggle drugs across the borders, a small-time Lebanese drug-dealer slyly manipulates public opinion with the help of an underrated filmmaker.","
    Director:
Mir-Jean Bou Chaaya
|
    Stars:
Alain Saadeh,
Fouad Yammine,
Wissam Fares,
Tarek Yaacoub
","1,346",107.0,
2887,Mauvaises herbes,(2018),"
Comedy            ",7.3,"
Wael (Kheiron) a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique (Catherine Deneuve). When this unconventional duo swindles the ...                See full summary »
","
    Director:
Kheiron
|
    Stars:
Kheiron,
Catherine Deneuve,
André Dussollier,
Louison Blivet
","4,780",100.0,
9383, Virgin River,(2019– ),"
Drama, Romance            ",7.2,"
Lily divulges a devastating secret to Mel. Brie gets to know Brady better and admits something to Jack. Lizzie's ex surprises her.","
    Director:
Monika Mitchell
|
    Stars:
Alexandra Breckenridge,
Martin Henderson,
Colin Lawrence,
Benjamin Hollingsworth
",187,46.0,
1714,"Ssam, Maiwei",(2017),"
Comedy, Romance            ",8.1,"
Ko Dong Man, a high school Taekwondo champion who is now pursuing a career in the UFC, and Choi Ae Ra, a dynamic girl whose desire is to become a famous announcer, have been best friends ...                See full summary »
","

    Stars:
Seo Jun Park,
Kim Ji-Won,
Jae-hong Ahn,
Song Ha-Yoon
","4,325",70.0,
5920,Tracy Morgan: Staying Alive,(2017 TV Special),"
Comedy            ",6.2,"
In his first special since the near fatal car accident, Tracy Morgan jokes about life in a coma, his second marriage and the dark side of the family.","
    Director:
Ryan Polito
|
    Star:
Tracy Morgan
","1,163",60.0,
6770, The Rain,(2018–2020),"
Drama, Sci-Fi, Thriller            ",6.7,"
As Apollon surrounds the base, Simone scrambles to find a cure. Rasmus's secret draws Sarah to him -- but threatens to tear the group apart.","
    Director:
Kasper Gaardsøe
|
    Stars:
Alba August,
Lucas Lynggaard Tønnesen,
Mikkel Boe Følsgaard,
Lukas Løkken
",526,41.0,
751,All the Bright Places,(2020),"
Drama, Romance            ",6.5,"
The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something.","
    Director:
Brett Haley
|
    Stars:
Elle Fanning,
Justice Smith,
Alexandra Shipp,
Kelli O'Hara
","24,223",107.0,
4564,Terra,(2015 TV Movie),"
Documentary            ",8.3,"
A visually stunning documentary that reflects human's relationship to other species on Earth as humanity becomes more and more isolated from Nature.","
    Directors:
Yann Arthus-Bertrand,
Michael Pitiot
|
    Star:
Vanessa Paradis
","1,872",98.0,
6076,Gonchi la película,(2015),"
Documentary            ",7.4,"
Documentary on Urugayan racing driver Gonzalo Rodríguez's (Gonchi) strive to make it to Formula 1.","
    Directors:
Luis Ara,
Federico Lemos
|
    Stars:
Jorge Alfaro,
Lilian Bongoll,
Helio Castroneves,
Jok Clark
",245,88.0,
9557, Paradise PD,(2018– ),"
Animation, Action, Comedy            ",6.7,"
Dusty gives Fitz a new identity: ""Family Feud"" host Steve Harvey. Meanwhile, Chief Crawford tries stealing his own sperm from a fertility clinic.","
    Director:
Lauren Andrews
|
    Stars:
Sarah Chalke,
David Herman,
Tom Kenny,
Kyle Kinane
",149,23.0,
9510, The Drew Barrymore Show,(2020– ),"
Talk-Show            ",,"
""Firefly Lane"" star Katherine Heigl will stops by to be chat. ""Coconut and Sambal"" author Chef Lara Lee will teaches Drew how to make a version of Indonesian Fried Rice with Prawns. Then, ...                See full summary »
","
    Director:
Adam Heydt
|
    Stars:
Drew Barrymore,
Ross Mathews,
Katherine Heigl,
Jen Atkin
",,44.0,
3091,Gap tung kei hap,(2014),"
Action, Comedy, History            ",4.8,"
An imperial guard and his three traitorous childhood friends ordered to hunt him down get accidentally buried and kept frozen in time. 400 years later passes and they are defrosted continuing the battle they left behind.","
    Director:
Wing-Cheong Law
|
    Stars:
Donnie Yen,
Baoqiang Wang,
Shengyi Huang,
Kang Yu
","3,436",104.0,$0.01M
6319,Hot Skull,,,,"
In a world shaken by an epidemic of madness that spreads through language and speech, a former linguist Murat Siyavus who has been at a long lasting hideout, is the only person mysteriously unaffected by this disease.","
",,,
284,Pose,(2018–2021),"
Drama            ",8.6,"
In the New York of the late 80s and early 90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis and capitalism.","

    Stars:
Michaela Jaé (MJ) Rodriguez,
Dominique Jackson,
Indya Moore,
Angel Bismark Curiel
","23,179",60.0,
2754,Happy Anniversary,(I) (2018),"
Comedy            ",5.8,"
A couple on their three-year anniversary need to decide whether to stay together or call it quits.","
    Director:
Jared Stern
|
    Stars:
Noël Wells,
Ben Schwartz,
Rahul Kohli,
Joe Pantoliano
","4,026",78.0,
3556,Fairy gone,(2019),"
Animation, Action, Fantasy            ",5.8,"
In a world where fairies possess and reside within animals, granting them special powers. By surgically removing and transplanting the organs of a possessed animal into a human, humans can ...                See full summary »
","

    Stars:
Ayaka Fukuhara,
Kana Ichinose,
Ayaka Suwa,
Jill Harris
",302,23.0,
