,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
5085,À tombeau ouvert,,"
Action, Thriller            ",,"
Add a Plot
","
    Director:
Régis Blondeau
|
    Stars:
Jemima West,
Simon Abkarian,
Franck Gastambide,
Michaël Abiteboul
",,,
4965,Misfit 2,(2019),"
Comedy            ",4.8,"
A talented singer and her singer-songwriter boyfriend get the chance to represent their school in the biggest music competition for students in which the grand prize is a record deal. But ...                See full summary »
","
    Director:
Erwin van den Eshof
|
    Stars:
Tatyana Beloy,
Hanwe Chang,
Quentin Correia,
Stefan de Vries
",124,81.0,
371,El hoyo,(2019),"
Horror, Sci-Fi, Thriller            ",7.0,"
A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.","
    Director:
Galder Gaztelu-Urrutia
|
    Stars:
Ivan Massagué,
Zorion Eguileor,
Antonia San Juan,
Emilio Buale
","183,495",94.0,
2818,Ultras,(2020),"
Drama            ",6.0,"
Naples. At almost fifty years old Sandro is the leader of the Apache, a group of ultras with whom he has spent his whole life at the stadium: a life of violence, clashes, passions, and ...                See full summary »
","
    Director:
Francesco Lettieri
|
    Stars:
Aniello Arena,
Ciro Nacca,
Antonia Truppo,
Daniele Vicorito
","4,406",108.0,
8112, The Last Kingdom,(2015– ),"
Action, Drama, History            ",8.9,"
Aelfwynn suffers from the sickness sweeping the land. Edward proposes an unexpected path forward for Mercia. Cnut's kinsman Sigtryggr arrives in Wales.","
    Director:
David Moore
|
    Stars:
Cavan Clerkin,
Timothy Innes,
Eliza Butterworth,
Alexander Dreymon
","1,761",52.0,
1987,Spotless,(2015– ),"
Crime, Drama            ",7.8,"
The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.","

    Stars:
Marc-André Grondin,
Denis Ménochet,
Miranda Raison,
Doug Allen
","3,419",60.0,
544,Santa Clarita Diet,(2017–2019),"
Comedy, Horror            ",7.8,"
Sheila and Joel are married real estate agents in Santa Clarita, California. When Sheila dies, their lives take a dark turn.","

    Stars:
Drew Barrymore,
Timothy Olyphant,
Liv Hewson,
Skyler Gisondo
","60,032",30.0,
8915, Jaguar,,"
Drama, History            ",,"
Add a Plot
","

    Stars:
Blanca Suárez,
Iván Marcos,
Francesc Garrido,
Adrián Lastra
",,,
8512, Dynasty,(2017– ),"
Drama            ",7.6,"
Cristal's big charity event approaches; Fallon searches out the perfect wedding gift for Liam.","
    Director:
Elodie Keene
|
    Stars:
Elizabeth Gillies,
Daniella Alonso,
Elaine Hendrix,
Rafael de la Fuente
",166,42.0,
9262, The Umbrella Academy,(2019– ),"
Action, Adventure, Comedy            ",,"
Add a Plot
","

    Stars:
Elliot Page,
Tom Hopper,
Robert Sheehan,
Aidan Gallagher
",,,
5398,A Million Colours,(2011),"
Drama            ",6.6,"
A story of love and friendship set against the violence of Apartheid in South Africa. It is a story of the ups and downs of the lives of the three main characters, and how their lives intersect over the years.","
    Director:
Peter Bishai
|
    Stars:
Wandile Molebatsi,
Jason Hartman,
Masello Motana,
Stelio Savante
",267,115.0,
3420,Shaun the Sheep: Adventures from Mossy Bottom,(2020– ),"
Animation, Family            ",8.1,"
Shaun is the center of adventure and excitement at Mossy Bottom Farm for a sixth series on Netflix. The series introduces four new characters to Mossingham: Stash, Rita and new rival Farmer Ben, and his Afghan hound, Lexi.","

    Stars:
Justin Fletcher,
Simon Greenall,
Kate Harbour,
Akia Henry
",376,14.0,
222,Don't Look Up,(2021),"
Comedy            ",,"
The story of two low-level astronomers, who must go on a giant media tour to warn mankind of an approaching comet that will destroy planet earth.","
    Director:
Adam McKay
|
    Stars:
Timothée Chalamet,
Leonardo DiCaprio,
Jennifer Lawrence,
Cate Blanchett
",,145.0,
272,Sense8,(2015–2018),"
Drama, Mystery, Sci-Fi            ",8.3,"
A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order.","

    Stars:
Bae Doona,
Jamie Clayton,
Tina Desai,
Tuppence Middleton
","144,032",60.0,
5546,Conquest,,,,"
Add a Plot
","

    Stars:
Bruna Marquezine,
Charley Palmer Rothwell,
Sigrid ten Napel,
Britta Thie
",,,
9256, Home for Christmas,(2019–2020),"
Comedy, Drama, Romance            ",7.6,"
Home for Christmas is back to save the holidays. Find out who was behind the door.","
    Director:
Per-Olav Sørensen
|
    Stars:
Solveig Aksnes,
Stian Blipp,
Ida Elise Broch,
Maria Grazia Di Meo
",139,25.0,
8609, Magic for Humans,(2018– ),"
Comedy, Reality-TV            ",8.0,"
All things eventually come to an end, and Justin takes on the tough theme of ""kicking the bucket"" by visiting a thrift store full of expired items, talking with those on the other side and helping kids prepare their bucket lists.","
    Director:
Dave Paige
|
    Stars:
Justin Willman,
Jaden Joyner,
Juan Pedro Semidey Andrade,
Mateo Ray Garcia
",43,,
5133,Tell No One,(I),"
Thriller            ",,"
A widowed husband learns that his wife may still be alive.","
    Director:
Guillaume Canet
",,,
3123,Seinto Seiya: Knights of the Zodiac,(2019–2020),"
Animation, Action, Adventure            ",4.6,"
A digital remake from the Japanese anime classic Seinto Seiya (1986).","

    Stars:
Bryson Baugus,
Marty Fleck,
Emily Neves,
Ty Mahany
","1,700",,
4483,Feria: The Darkest Light,,"
Crime, Drama, Fantasy            ",,"
Two sisters see their world turned upside down when they discover a horrifying and otherworldly secret involving their parents.","

    Stars:
Marta Nieto,
Ana Tomeno,
Carla Campra,
Ángela Cremonte
",,50.0,
6368,Untitled Sefi Atta Project,(TV Movie),"
Drama            ",,"
A naive secretary whom after a series of career woes, considers her roommate's offer to work as a drug mule in mid-1980s Lagos.","
    Director:
Kunle Afolayan
",,,
9583, Dota: Dragon's Blood,(2021– ),"
Animation, Action, Adventure            ",8.4,"
Davion finds himself in the presence of his idol but becomes increasingly uncomfortable. Invoker converses with a goddess, stirring her anger against the unbelievers.","
    Directors:
Yu-Won Pang,
Eui Jeong Kim
|
    Stars:
Yuri Lowenthal,
Lara Pulver,
Troy Baker,
Tony Todd
",536,27.0,
7772, Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.5,"
Both Aang and Zuko must learn the history of how the war began. Zuko learns a secret about his great-grandfather's past.","
    Director:
Ethan Spaulding
|
    Stars:
Zach Tyler,
Mae Whitman,
Jack De Sena,
Michaela Jill Murphy
","3,779",25.0,
3440,Blue Eye Samurai,,"
Animation, Action, Adventure            ",,"
A mixed-race master of the sword named Erskine lives a life in disguise while seeking revenge in Edo-period Japan.","

    Stars:
Darren Barnet,
Christine Ko,
Brenda Song,
Maya Erskine
",,,
9679, I [Heart] Arlo,(2021– ),"
Animation, Short, Adventure            ",,"
Add a Plot
","

    Star:
Michael J. Woodard
",,,
6878, Greenleaf,(2016–2020),"
Drama            ",8.1,"
Grace is told to merge the white church of Fairview with black Calvary. She disagrees and her rousing sermon motivates Fairview to reconsider. Charity creates trouble for Noah by letting his wife know that he had visiting Calvary recently.","
    Director:
Crystle Roberson
|
    Stars:
Merle Dandridge,
Kim Hawthorne,
Desiree Ross,
Lamman Rucker
",33,42.0,
4505,A Family Reunion Christmas,(2019 TV Movie),"
Comedy, Family            ",5.7,"
The McKellans are back to spread Christmas joy in this holiday special about the importance of family, forgiveness, and empathy.","
    Director:
Robbie Countryman
|
    Stars:
Tia Mowry-Hardrict,
Anthony Alabi,
Talia Jackson,
Isaiah Russell-Bailey
",164,28.0,
8082, Nisman,(2019–2020),"
Documentary, Crime, History            ",8.0,"
Nisman's ex-wife and others reveal events that occurred in the days before his death, including his accusation against Cristina Fernández de Kirchner.","
    Directors:
Martin Rocca,
Justin Webster
",17,68.0,
947,Raising Dion,(2019– ),"
Drama, Sci-Fi            ",7.2,"
A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.","

    Stars:
Alisha Wainwright,
Ja'Siah Young,
Ali Ahn,
Gavin Munn
","9,560",50.0,
369,Nashville,(2012–2018),"
Drama, Music, Romance            ",7.7,"
Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee.","

    Stars:
Hayden Panettiere,
Clare Bowen,
Charles Esten,
Jonathan Jackson
","23,735",43.0,
3339,Sufat Chol,(2016),"
Drama            ",6.8,"
When their entire lives shatter, two Bedouin women struggle to change the unchangeable rules, each in her own individual way.","
    Director:
Elite Zexer
|
    Stars:
Lamis Ammar,
Ruba Blal,
Hitham Omari,
Khadija Al Akel
","3,310",87.0,$0.08M
8994, Get Organized with the Home Edit,(2020– ),"
Reality-TV            ",5.4,"
Country music star Kane Brown and his wife want their pantry to sing. Clea and Joanna work their magic to maximize a bedroom for two growing boys.","

    Stars:
Kane Brown,
Katelyn Jae Brown,
Clea Shearer,
Joanna Teplin
",25,,
2896,Un Bandido Honrado,(2019– ),"
Comedy, Crime, Drama            ",7.8,"
""The Good Bandit"" introduces the new narco-comedy genre that, for the first time, presents a drug lord who repents of the choices he has made, willing to change his life away from the ...                See full summary »
","

    Stars:
Ana María Arango,
Katherine Porto,
Jimena Duran,
Isabella Barragán
",82,,
2267,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",(2015– ),"
Animation, Action, Adventure            ",7.5,"
A gate appears in modern-day Tokyo which allows access to a fantasy world. A Japanese military squad is formed to establish ties between both worlds.","

    Stars:
Jun'ichi Suwabe,
Nao Tôyama,
Hisako Kanemoto,
Risa Taneda
","2,886",24.0,
8878, The Witcher: Blood Origin,,"
Action, Adventure, Fantasy            ",,"
Add a Plot
","

    Stars:
Michelle Yeoh,
Laurence O'Fuarain,
Sophia Brown
",,,
4979,Il filo invisibile,,,,"
Add a Plot
","
    Director:
Marco Simon Puccioni
|
    Stars:
Valentina Cervi,
Gerald Tyler,
Francesco Scianna,
Filippo Timi
",,,
6213,Fakkah Fuzz: Almost Banned,(2018 TV Special),"
Comedy            ",4.2,"
Add a Plot
","
    Director:
Michael McKay
|
    Star:
Fakkah Fuzz
",43,60.0,
137,Fatherhood,(2021),"
Comedy, Drama            ",6.7,"
A father brings up his baby girl as a single dad after the unexpected death of his wife who died a day after their daughter's birth.","
    Director:
Paul Weitz
|
    Stars:
Kevin Hart,
Alfre Woodard,
Lil Rel Howery,
DeWanda Wise
","26,508",109.0,
3283,Bottom of the World,(2017),"
Drama, Mystery, Thriller            ",5.2,"
The mysterious disappearance of a young woman leads her boyfriend on a journey for truth and perhaps his own unknown reality in this dark, hypnotic mystery that transcends the limitations of traditional narrative.","
    Director:
Richard Sears
|
    Stars:
Jena Malone,
Douglas Smith,
Ted Levine,
Tamara Duarte
","4,836",85.0,
8440, The Protector,(2018–2020),"
Action, Fantasy, Sci-Fi            ",7.1,"
Back in the past, Hakan steals an item from Vizier and encounters a familiar face. Zeynep sets out to prove her loyalty to the Immortals.","
    Director:
Umut Aral
|
    Stars:
Çagatay Ulusoy,
Okan Yalabik,
Hazar Ergüçlü,
Funda Eryigit
",208,,
6978, Unorthodox,(2020),"
Drama            ",7.9,"
Born and raised in a New York Hasidic community, Esty struggles after a fruitless first year of marriage. She runs away to Berlin and finds new freedom.","
    Director:
Maria Schrader
|
    Stars:
Shira Haas,
Amit Rahav,
Jeff Wilbusch,
Alex Reid
","1,546",53.0,
5010,Legend Quest: Masters of Myth,(2019),"
Animation            ",7.7,"
When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije -- super-secret monster hunters to save the day.","

    Stars:
Johnny Rose,
Annemarie Blanco,
Paul Tei,
Oscar Cheda
",105,,
8198, Fauda,(2015– ),"
Action, Drama, Thriller            ",8.6,"
Doron, Eli, Sagi and Avichai settle in Gaza. The dangers are behind every corner, and Eli starts to show signs of his post-trauma from a tragic event he was involved in. Meanwhile, Elad and Yaara deal with the cruel reality they're in.","
    Director:
Rotem Shamir
|
    Stars:
Lior Raz,
Ala Dakka,
Itzik Cohen,
Yaakov Zada Daniel
",283,43.0,
9412, Caïd,(2021– ),"
Action, Crime, Drama            ",7.5,"
Add a Plot
","

    Star:
Jean-Toussaint Bernard
",33,,
9040, Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
","
",,,
4055,Las Muñecas de la Mafia (II),(2009–2019),"
Action            ",6.9,"
Add a Plot
","

    Stars:
Amparo Grisales,
Roger Moreno,
Franklin Gutiérrez,
Felipe Bernedette
",18,,
3228,That Girl in Yellow Boots,(2010),"
Crime, Drama, Mystery            ",6.7,"
A British woman faces challenges while attempting to locate her father in India.","
    Director:
Anurag Kashyap
|
    Stars:
Kalki Koechlin,
Prashant Prakash,
Naseeruddin Shah,
Gulshan Devaiah
","3,667",103.0,
1356,Ibiza,(2018),"
Comedy, Romance            ",5.2,"
A young American woman and her two best friends seek out a hot DJ in Spain.","
    Director:
Alex Richanbach
|
    Stars:
Gwen Elizabeth Duchon,
Gillian Jacobs,
Michaela Watkins,
Phoebe Robinson
","16,358",94.0,
3592,Trailer Park Boys: Don't Legalize It,(2014),"
Comedy, Crime, Drama            ",7.3,"
After his latest money-making plan fails, Julian concocts his greatest scheme ever -- which involves doing business with his archenemy, Cyrus.","
    Director:
Mike Clattenburg
|
    Stars:
John Paul Tremblay,
Robb Wells,
Mike Smith,
John Dunsworth
","4,562",95.0,
1969,Bloodride,(2020– ),"
Horror, Mystery, Thriller            ",6.4,"
In this deliciously macabre horror anthology series, doomed passengers tell their stories aboard a spectral bus head toward an unknown destination.","

    Stars:
Dagny Backer Johnsen,
Erlend Rødal Vikhagen,
Benjamin Helstad,
Synnøve Macody Lund
","3,127",,
283,Batman v Superman: Dawn of Justice,(2016),"
Action, Adventure, Sci-Fi            ",6.4,"
Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.","
    Director:
Zack Snyder
|
    Stars:
Ben Affleck,
Henry Cavill,
Amy Adams,
Jesse Eisenberg
","657,423",152.0,$330.36M
3774,Apache: La vida de Carlos Tevez,(2019),"
Biography, Crime, Drama            ",6.6,"
This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.","

    Stars:
Balthazar Murillo,
Vanesa González,
Alberto Ajaka,
Sofía Gala Castiglione
","1,426",,
3084,Connected: The Hidden Science of Everything,(2020– ),"
Documentary, Comedy            ",7.5,"
Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe.","

    Stars:
Latif Nasser,
Moussa Abderamane,
Christopher Heckscher,
W. Randall Shump
","1,450",,
782,Peppa Pig,(2004– ),"
Animation, Adventure, Comedy            ",6.2,"
A little pig named Peppa and her little brother George have journeys everyday with their family and friends.","

    Stars:
John Sparkes,
Morwenna Banks,
Richard Ridings,
Oliver May
","4,125",9.0,
6798, Dexter,(2006–2013),"
Crime, Drama, Mystery            ",8.4,"
Rita finds herself threatened by Dexter's sexy new NA sponsor Lila, and stressed by a visit from her estranged mother, while Dexter tries to throw the dogged FBI Agent Lundy off his bloody trail.","
    Director:
Nick Gomez
|
    Stars:
Michael C. Hall,
Julie Benz,
Jennifer Carpenter,
Erik King
","4,105",53.0,
4766,Comedy Premium League,(2021– ),"
Comedy            ",,"
Follows India's funniest entertainers engage in battles of wit and wisecracks, in the expectation to be crowned the ultimate comedy champs.","

    Stars:
Urooj Ashfaq,
Tanmay Bhat,
Mallika Dua,
Rahul Dua
",,,
5055,Khair wa Barakah,(2017),"
Comedy            ",3.9,"
In a comedy theme, the movie revolves around two siblings trying to look for a job. After they're done, they go through some extremely comedic situations when they work in jobs that they know nothing about.","
    Director:
Sameh Abdulaziz
|
    Stars:
Muhammad Abdulrahman,
Tara Emad,
Ali Rabi,
Mohammed Tharwat
",150,104.0,
7627, BoJack Horseman,(2014–2020),"
Animation, Comedy, Drama            ",8.6,"
When her nanny quits, Princess Carolyn struggles to balance the demands of work and parenting. Mr. Peanutbutter visits BoJack in rehab.","
    Director:
Amy Winfrey
|
    Stars:
Will Arnett,
Amy Sedaris,
Alison Brie,
Paul F. Tompkins
","2,551",26.0,
8262, Siempre Bruja,(2019– ),"
Drama, Fantasy            ",8.2,"
Add a Plot
","

    Stars:
Angely Gaviria,
Óscar Casas,
Sofía Araújo,
Dylan Fuentes
",18,,
7562, The Irregulars,(2021),"
Crime, Drama, Fantasy            ",7.0,"
Bea discovers more about her mother's long-ago connection to Sherlock and Watson, while Billy contemplates revenge after a brutal reminder of his past.","
    Director:
Weronika Tofilska
|
    Stars:
McKell David,
Thaddea Graham,
Jojo Macari,
Harrison Osterfield
",368,56.0,
8983, La Línea: La Sombra del Narco,(2020),"
Documentary, Crime            ",7.3,"
A brazen act from a drug clan triggers the Spanish government to reinforce the war against drugs. An important arrest provokes more gang violence.","
    Director:
Pepe Mora
",20,30.0,
2187,The Polka King,(2017),"
Biography, Comedy, Drama            ",5.9,"
Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.","
    Director:
Maya Forbes
|
    Stars:
Jack Black,
Jenny Slate,
Jason Schwartzman,
Jacki Weaver
","9,662",95.0,
8200, Diablero,(2018– ),"
Adventure, Drama, Fantasy            ",7.2,"
Add a Plot
","
    Director:
José Manuel Cravioto
|
    Stars:
Mariana Botas,
Humberto Busto,
Quetzalli Cortés,
Sofía De Llaca
",33,,
4593,The Empress,(2022– ),"
Drama, History, Romance            ",,"
Two young people meet. A fateful encounter - the proverbial love at first sight. He is Emperor Franz Joseph of Austria-Hungary, she is Elisabeth von Wittelsbach, Princess of Bavaria and the sister of the woman Franz is to marry.","

    Stars:
Philip Froissant,
Devrim Lingnau
",,,
1039,Verónica,(I) (2017),"
Horror            ",6.2,"
Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates.","
    Director:
Paco Plaza
|
    Stars:
Sandra Escacena,
Bruna González,
Claudia Placer,
Iván Chavero
","37,751",105.0,
6553, The Blue Planet,(2001),"
Documentary            ",8.0,"
Tidal marshes are one of the most productive parts of the world. Numerous plants support numerous animals, yet life is not easy: predators are attracted to these enormous quantities of food...                See full summary »
","

    Stars:
David Attenborough,
Pierce Brosnan
",570,49.0,
1916,Twilight of the Gods,,"
Animation, Action, Adventure            ",,"
Add a Plot
","

    Stars:
Pilou Asbæk,
Jamie Chung,
Jamie Clayton,
Lauren Cohan
",,,
6152,Viswasapoorvam Mansoor,(2017),"
Drama            ",5.8,"
Set against the background of certain social uncertainties, Viswapoorvam Mansoor highlights the subject of patriotism that exists within the country.","
    Director:
P.T. Kunju Muhammad
|
    Stars:
Prayaga Martin,
Roshan Mathew,
Zarina Wahab
",57,112.0,
8496, 7Seeds,(2019–2020),"
Animation, Action, Adventure            ",6.7,"
Team Summer B gets stuck in a bed of dense algae. they find a large ship and investigate, but Botan is wary. Stranded, Arashi sees the ship's kite.","

    Stars:
Christine M. Auten,
Morgan Berry,
Clint Bickham,
Amber Lee Connors
",21,24.0,
3645,The Principal,(2015–2016),"
Drama            ",7.5,"
The Principal is set in a notoriously violent and difficult Australian high school. Matt Bashir is promoted to Principal of Boxdale Boys High because of his different and radical approach to reform.","

    Stars:
Alex Dimitriades,
Mirrah Foulkes,
Rahel Romahn,
Moustafa Dennawi
","1,257",50.0,
5217,The Comedians of Comedy,(2005),"
Comedy, Documentary            ",7.3,"
Follow four comedians as they tour the States.","
    Director:
Michael Blieden
|
    Stars:
Patton Oswalt,
Brian Posehn,
Maria Bamford,
Zach Galifianakis
","2,558",103.0,$0.00M
9311, Hache,(2019–2021),"
Crime, Drama, Thriller            ",7.1,"
Vinuesa eagerly investigates the incident at the club. Arístides tries to smooth things over with Pío. Hache runs into Celeste in an unexpected place.","
    Director:
Fernando Trullols
|
    Stars:
Adriana Ugarte,
Eduardo Noriega,
Marc Martínez,
Pep Ambròs
",18,,
9988, The Last Kingdom,(2015– ),"
Action, Drama, History            ",,"
Add a Plot
","
    Director:
Anthony Philipson
",,,
8634, She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.3,"
Adora, Catra, Perfuma and Netossa reenter the Fright Zone to rescue Scorpia while Bow and Glimmer head to the library to check on Bow's dads.","
    Directors:
Roy Burdine,
Mandy Clotworthy
|
    Stars:
Aimee Carrero,
Karen Fukuhara,
AJ Michalka,
Marcus Scribner
",996,24.0,
9518, Canine Intervention,(2021– ),"
Documentary, Reality-TV            ",7.1,"
Once living on the street, a three-legged pit bull now shows aggression with her owner's friends. Can intense training give her a second chance?","
    Director:
Elise Durán
|
    Star:
Jasalah Leverette
",42,,
3616,Wings of Fire,,"
Animation, Action, Adventure            ",,"
A group of five young dragons who are prophesized to end a decades long war that has decimated the fictional lands of Pyrrhia and Pantala.","
",,40.0,
9385, Virgin River,(2019– ),"
Drama, Romance            ",7.5,"
Mel is taken aback by Doc's news after they interview a new doctor. To Jack's chagrin, Todd makes a bold request. Lily makes a difficult revelation.","
    Director:
Martin Wood
|
    Stars:
Alexandra Breckenridge,
Martin Henderson,
Colin Lawrence,
Benjamin Hollingsworth
",162,45.0,
9974, Sonic Prime,(2022– ),"
Animation, Action, Adventure            ",,"
Add a Plot
","
",,,
3358,Twelve Forever,(2019),"
Animation, Action, Adventure            ",6.7,"
Reggie's dream is to be a kid forever. Her dream is so powerful that it creates its own fantasy world of perpetual youth.","

    Stars:
Kelsy Abbott,
Jaylen Barron,
Antony Del Rio,
Spencer Rothbell
",510,,
9612, The Drew Barrymore Show,(2020– ),"
Talk-Show            ",,"
It's the Home Edit Hour, where about Drew spends the entire show sharing tips and tricks on how to purge, edit and declutter your home. And Drew's enlisted decluttering experts and the ...                See full summary »
","
    Director:
Adam Heydt
|
    Stars:
Drew Barrymore,
Ross Mathews,
Idina Menzel,
Clea Shearer
",,43.0,
5728,Holocaust Escape Tunnel,(2017),"
Documentary, History            ",6.7,"
Documentary about holocaust in Lithuania and the story of Lithuanian holocaust survivors of an escape tunnel they dug.","
    Directors:
Paula Apsell,
Kirk Wolfinger
|
    Stars:
Jay O. Sanders,
Timothy Snyder,
Richard Freund,
Jon Seligman
",190,,
580,The Wrong Missy,(2020),"
Comedy, Romance            ",5.7,"
Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.","
    Director:
Tyler Spindel
|
    Stars:
David Spade,
Lauren Lapkus,
Nick Swardson,
Geoff Pierson
","35,070",90.0,
1992,Ssawooja Gwishina,(2016),"
Comedy, Fantasy, Romance            ",7.6,"
A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he's discovered over the ...                See full summary »
","

    Stars:
Taecyeon,
Kim So-Hyun,
Lee Da-wit,
Kang Ki-Young
","1,964",60.0,
1478,Champions,(2018),"
Comedy            ",6.1,"
Vince is forced to re-think his laid-back lifestyle following an unexpected visit.","

    Stars:
Anders Holm,
Fortune Feimster,
Andy Favreau,
Josie Totah
","3,361",30.0,
3488,Paradox,(II) (2018),"
Fantasy, Music            ",4.0,"
A group of outlaws search for a mountain treasure and experience the supernatural powers of a full moon.","
    Director:
Daryl Hannah
|
    Stars:
Neil Young,
Lukas Nelson,
Micah Nelson,
Corey McCormick
",661,73.0,
7496, Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
","
    Directors:
Rajiv Chilaka,
Krishna Mohan Chintapatla
",,,
8047, Untitled Lakers Project,(2022– ),"
Comedy, Drama, Sport            ",,"
Add a Plot
","
    Directors:
Adam McKay,
Salli Richardson-Whitfield
|
    Stars:
Gabriel Womack,
Gillian Jacobs,
Bo Burnham,
Julianne Nicholson
",,,
4573,Sen Benim HerSeyimsin,(2016),"
Comedy            ",6.3,"
A dramatic story about a girl and her giving father.","
    Director:
Tolga Örnek
|
    Stars:
Tolga Çevik,
Melis Birkan,
Tuna Çevik,
Cengiz Bozkurt
","2,474",107.0,
1616,La belva,(2020),"
Action, Crime, Drama            ",5.2,"
An unstable veteran tries to rescue his kidnapped daughter and unleashes the beast within himself during his quest. He quickly becomes suspected himself.","
    Director:
Ludovico Di Martino
|
    Stars:
Fabrizio Gifuni,
Lino Musella,
Monica Piseddu,
Andrea Pennacchi
","3,858",97.0,
1334,In the Name of the King: A Dungeon Siege Tale,(2007),"
Action, Adventure, Fantasy            ",3.8,"
A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son, two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.","
    Director:
Uwe Boll
|
    Stars:
Jason Statham,
Ron Perlman,
Ray Liotta,
Leelee Sobieski
","46,327",127.0,$4.54M
809,The Adam Project,(2022),"
Action, Adventure, Sci-Fi            ",,"
A man must travel back in time to get help from his 13-year-old self.","
    Director:
Shawn Levy
|
    Stars:
Ryan Reynolds,
Zoe Saldana,
Jennifer Garner,
Catherine Keener
",,,
9866, Gokushufudo,(2021– ),"
Animation, Action, Comedy            ",7.7,"
Tatsu and Masa bump into Torajiro, a fellow ex-gangster now running a crepe truck. The cops grow suspicious of Tatsu's balcony herb garden.","
    Director:
Chiaki Kon
|
    Stars:
Kenjirô Tsuda,
Shizuka Itô,
Kazuyuki Okitsu,
Yoshimasa Hosoya
",100,,
4743,Adios Amigos,(2016),"
Drama            ",6.6,"
Three handicapped friends go on a road trip to Salou, Spain, for their first sexual experience.","
    Director:
Albert Jan van Rees
|
    Stars:
Lieke-Rosa Altink,
Erika Cederqvist,
Christel de Laat,
Dominik Gadze
",547,91.0,
3378,13 Reasons Why: Season 2 Date Announcement Commercial,(2018),"
Short, Drama            ",7.2,"
Add a Plot
","
    Director:
Greg Jardin
|
    Stars:
Alisha Boe,
Tommy Dorfman,
Katherine Langford,
Derek Luke
",197,1.0,
1286,Demain tout commence,(2016),"
Comedy, Drama            ",7.4,"
A bachelor enjoys his sweet life on the French Riviera until a one-night stand tells him, he's dad to Gloria and leaves her with him. He moves to London with Gloria. Mom turns up 8 years later.","
    Director:
Hugo Gélin
|
    Stars:
Omar Sy,
Clémence Poésy,
Antoine Bertrand,
Ashley Walters
","24,703",118.0,
511,Fauda,(2015– ),"
Action, Drama, Thriller            ",8.2,"
The human stories on both sides of the Israel-Palestine conflict.","

    Stars:
Lior Raz,
Itzik Cohen,
Neta Garty,
Rona-Lee Shim'on
","21,689",60.0,
3921,Abby Hatcher,(2018–2021),"
Animation, Adventure, Comedy            ",6.2,"
Seven-year-old Abby Hatcher and her Fuzzly friend Bozzly go on adventures to fix the Fuzzly's problems at her hotel.","

    Stars:
Macy Drouin,
Wyatt White,
Laaibah Alvi,
Leo Orgil
",133,23.0,
5912,Line Friends,,"
Animation, Comedy, Family            ",,"
The lives of Brown, Cony, Sally, Moon and James.","
",,,
4716,Titoudao,(2020),"
Drama            ",,"
From a poor village girl to a famous wayang (Chinese Opera) star, Titoudao chronicles the colourful and turbulent life of celebrated wayang star Oon Ah Chiam. Born into a poor family of 12 ...                See full summary »
","

    Stars:
Andie Chen,
Joel Choo,
Tasha Low,
Nick Shen
",,60.0,
8366, Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",8.9,"
Devon discovers that Cruise has some skills that will help the Beast Morphers Rangers in battle, and pushes him to join the team.","
    Directors:
Simon Bennett,
Matt McGuire
|
    Stars:
Rorrie D. Travis,
Jasmeet Baduwalia,
Jacqueline Scislowski,
Abraham Rodriguez
",32,,
9451, Anatomy of a Scandal,,"
Drama, Thriller            ",,"
Add a Plot
","

    Stars:
Jonathan Coy,
Riyonn Farsad,
Josette Simon
",,,
386,Trailer Park Boys,(2001–2018),"
Comedy, Crime            ",8.5,"
Three petty felons have a documentary made about their life in a trailer park.","

    Stars:
John Paul Tremblay,
Robb Wells,
Mike Smith,
John Dunsworth
","38,861",30.0,
