,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
7474, Hero Mask,(2018–2019),"
Animation, Action, Crime            ",6.9,"
Anna tells Tina about the research that preceded her birth. William Herst regains consciousness. Coates meets with a mysterious individual.","
    Director:
Hiroyasu Aoki
|
    Stars:
Greg Chun,
Kayli Mills,
Landon McDonald,
Cam Clarke
",9,24.0,
6067,Bartita,(2012),"
Drama, Mystery, Thriller            ",5.2,"
Mona is suffering from a family problems between her parents when she was young , as the past is haunting her , the future is hiding some unexpected events that make her life more gloomy .","
    Director:
Sherif Mandour
|
    Stars:
Kinda Alloush,
Ahmed El-Saadany,
Dina Fuad,
Ahmed Safwat
",107,85.0,
7929, Dash & Lily,(2020– ),"
Comedy, Drama, Romance            ",8.2,"
Add a Plot
","
    Director:
Fred Savage
|
    Stars:
Midori Francis,
Austin Abrams,
Dante Brown,
Troy Iwata
",266,27.0,
8147, Pandemic: How to Prevent an Outbreak,(2020– ),"
Documentary            ",6.5,"
Worldwide, scientists test animals and their handlers for emerging viruses. In the U.S. and India, doctors work long hours caring for flu patients.","
    Directors:
Isabel Castro,
Arianna LaPenne,
Danni Mynard,
Doug Shultz
|
    Stars:
Holly Goracke,
Dinesh Vijay,
Raghu Sharma,
Dennis Carroll
",123,,
1173,Fast & Furious Spy Racers,(2019– ),"
Animation, Action, Crime            ",5.5,"
A team of teenage street racers are hired to infiltrate a criminal gang.","

    Stars:
Tyler Posey,
Charlet Takahashi Chung,
Jorge Diaz,
Luke Youngblood
","1,148",23.0,
2682,Spellbinder,(1995– ),"
Adventure, Family, Fantasy            ",8.2,"
When a prank at a school camp goes drastically wrong, 15-year-old Paul Reynolds is blasted into an alternative reality and has to try to find a way home.","

    Stars:
Zbych Trofimiuk,
Gosia Piotrowska,
Brian Rooney,
Michela Noonan
","1,981",24.0,
8859, Immigration Nation,(2020– ),"
Documentary            ",7.0,"
Add a Plot
","
    Directors:
Christina Clusiau,
Shaul Schwarz
",66,,
8529, Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",5.0,"
Rhonda and Sharron recap their night of romance - and tally up their spending. Francesca revisits her feelings. The men learn about vulnerability.","

    Stars:
Bryce Hirschberg,
Chloe Veitch,
David Birtwistle,
Francesca Farago
",272,42.0,
4371,Krishna Balram,,"
Fantasy            ",,"
Follow through the thrilling capers and chilling escapades of Krishna and Balram, with Radha, and friends in this all new, action packed, adrenaline churning series.","
",,,
5175,Vine of the Soul: Encounters with Ayahuasca,(2010),"
Documentary, Adventure            ",6.5,"
On a quest for spiritual awakening and healing, a naturopathic doctor and an accountant join others in the Amazon to drink a hallucinogenic brew called ayahuasca or 'Vine of the Soul'. ...                See full summary »
","
    Director:
Richard Meech
|
    Stars:
Guillermo Arévalo,
Gabor Maté,
Dennis J. McKenna,
Kenneth Tupper
",387,52.0,
3150,Duisburg - Linea di sangue,(2019 TV Movie),"
Crime, Drama            ",5.5,"
After a brutal mafia-led massacre in the city of Duisburg, two detectives - one Italian, one Gernan - team up to investigate.Based on true events.","
    Director:
Enzo Monteleone
|
    Stars:
Daniele Liotti,
Benjamin Sadler,
Vincenzo Ferrera,
Marina Crialesi
",306,100.0,
3476,Terrace House: Tokyo 2019-2020,(2019–2020),"
Drama, Reality-TV            ",7.4,"
Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script what happens next is up to them.","

    Stars:
You,
Reina Triendl,
Azusa Babazono,
Ryôta Yamasato
",623,40.0,
6353,The 7 lives of Lea,,"
Drama            ",,"
A woman who stumbles upon the body of Ismael, a teenager who disappeared thirty years earlier, with the event taking her back to 1991 and seeing her wake up every morning in the body of a different person.","

    Stars:
Mélanie Doutey,
Samuel Benchetrit,
Khalil Ben Gharbia,
Raïka Hazanavicius
",,,
8185, Next in Fashion,(2020),"
Reality-TV            ",7.5,"
Go big and bold - or go home? Prints polarize the contestants as they break out new patterns and reflect on their origins with judge Prabal Gurung.","

    Stars:
Alexa Chung,
Tan France,
Marco Morante,
Livia Pillmann
",98,,
7244, The Sandman,(2021– ),"
Action, Adventure, Drama            ",,"
Add a Plot
","
    Director:
Andrés Baiz
|
    Stars:
Jenna Coleman,
David Thewlis,
Patton Oswalt,
Kirby Howell-Baptiste
",,,
7493, Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
","
    Directors:
Rajiv Chilaka,
Krishna Mohan Chintapatla
",,,
8924, High Score,(2020),"
Documentary, History            ",7.7,"
A Japanese playing card company called Nintendo enters gaming and hits it big with Donkey Kong, then later takes over home gaming with the NES.","
    Directors:
William Acks,
France Costrel,
Sam LaCroix,
Melissa Wood
|
    Stars:
Charles Martinet,
Hirokazu Tanaka,
Gail Tilden,
Jeff Hansen
",497,43.0,
9359, Son of Abish,(2014– ),"
Comedy, Talk-Show            ",,"
On the fifth episode of Son Of Abish Season 8, Vir, Rohan and Abish give us friendship goals, reasons to eat Missal Paav, jail time stories and non-stop entertainment.","

    Stars:
Abish Mathew,
Vir Das,
Rohan Joshi,
Shreeja Chaturvedi
",,,
5599,Danny Says,(2015),"
Documentary, Biography, History            ",6.7,"
Danny Says is a documentary on the life and times of Danny Fields. Since 1966, Danny Fields has played a pivotal role in music and ""culture"" of the late 20th century: working for the Doors,...                See full summary »
","
    Director:
Brendan Toller
|
    Stars:
Mx Justin Vivian Bond,
John Cale,
Judy Collins,
Alice Cooper
",779,105.0,$0.04M
8313, On the Verge,(2021– ),"
Comedy            ",,"
Add a Plot
","
    Director:
Julie Delpy
|
    Stars:
Elisabeth Shue,
Giovanni Ribisi,
Julie Delpy,
Troy Garity
",,,
4406,Hello Ninja,(2019– ),"
Animation, Action, Adventure            ",6.6,"
When Wesley puts his hands together, bows to his reflection and says the words, ""Hello, Ninja"" his surroundings instantly transform into an enchanting Ninja world.","

    Stars:
Lukas Engel,
Mayumi Yoshida,
Jay Britton,
Zoey Siewert
",98,,
1241,Madame Claude,(2021),"
Biography, Crime, Drama            ",5.4,"
Paris, in the late 1960s. Madame Claude is at the head of a flourishing business dedicated to prostitution that gives her power over both the French political and criminal worlds. But the end of her empire is closer than she thinks.","
    Director:
Sylvie Verheyde
|
    Stars:
Karole Rocher,
Garance Marillier,
Roschdy Zem,
Pierre Deladonchamps
","2,642",112.0,
8897, Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",8.5,"
Gus's quest to find Birdie and uncover more about her connection to his father leaves him questioning everything he's ever known.","
    Director:
Toa Fraser
|
    Stars:
Nonso Anozie,
Christian Convery,
Adeel Akhtar,
Stefania LaVie Owen
","1,043",39.0,
2650,Naesungjukin Boseu,(2017),"
Comedy, Drama, Romance            ",7.3,"
Eun Hwan-Ki is the CEO of a public relation company but he's extremely shy. Due to his personality, his employees don't know him well. Chae Ro-Woon begins work at Hwan-Ki's company. She's ...                See full summary »
","

    Stars:
Gong Seung-Yeon,
Woo-jin Yeon,
Bak Yoon,
Jun Hyo-Seong
","1,290",70.0,
9887, Inside Man,,"
Drama, Mystery, Thriller            ",,"
Add a Plot
","
    Director:
Paul McGuigan
|
    Stars:
David Tennant,
Stanley Tucci,
Dolly Wells,
Lydia West
",,,
34,Kingdom,(2019– ),"
Action, Drama, History            ",8.4,"
While strange rumors about their ill King grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.","

    Stars:
Ju Ji-Hoon,
Bae Doona,
Kim Sungkyu,
Hye-jun Kim
","34,906",45.0,
9372, Gojira shingyura pointo,(2021– ),"
Animation, Action, Adventure            ",7.1,"
Mei, BB and Pelops II attempt to prevent the Catastrophe, but Salunga ambushes them. Meanwhile, the Otaki crew make their final push toward Godzilla.","
    Directors:
Takuma Suzuki,
Atsushi Takahashi
",55,24.0,
3600,Cupcake & Dino: General Services,(2018– ),"
Animation, Action, Comedy            ",7.8,"
A cupcake and his dinosaur brother fight crime in order to make it to the General Services name.","

    Stars:
Justin Collette,
Kyle Dooley,
Mark Forward,
Joris Jarsky
",511,23.0,
4944,Soekarno: Indonesia Merdeka,(2013),"
Biography, History            ",7.0,"
This movie follows the life of Soekarno, the first president of the Republic of Indonesia, from his childhood until he managed to proclaimed Indonesian freedom with M. Hatta in 1945.","
    Director:
Hanung Bramantyo
|
    Stars:
Ario Bayu,
Muhammad Abbe,
Moch. Achir,
Norman R. Akyuwen
",452,137.0,
6737, Johnny Test,(2005– ),"
Animation, Action, Adventure            ",6.4,"
Mr. Mittens, a genetically altered cat, is terrorizing the animals of Porkbelly and turning them all into cats.","
    Director:
Joseph Sherman
|
    Stars:
James Arnold Taylor,
Louis Chirillo,
Maryke Hendrikse,
Ashleigh Ball
",24,23.0,
5015,Johan Falk: Operation Näktergal,(2009 Video),"
Action, Crime, Thriller            ",5.9,"
The police unit ""GSI"" of Gothenburg city have been ordered to identify and arrest the people responsible for importing young women into Sweden from Eastern Europe for the purpose of ...                See full summary »
","
    Director:
Daniel Lind Lagerlöf
|
    Stars:
Jakob Eklund,
Henrik Norlén,
Anja Antonowicz,
Stipe Erceg
","2,036",90.0,
5833,Fix Us,(2019),"
Comedy            ",,"
Three young ladies take us on a journey of faith and fate.","
    Director:
Pascal Amanfo
|
    Stars:
Alexandra Amon,
Michelle Attoh,
Tobi Bakre,
Mofe Duncan
",,,
8738, Kipo and the Age of Wonderbeasts,(2020),"
Animation, Action, Adventure            ",8.6,"
Game on. Kipo just won't give up hope when it comes to finding the good beneath the savagery. Can the Brunch Bunch flip the odds with flapjacks?","
    Directors:
Young Ki Yoon,
Matt Ahrens
|
    Stars:
Karen Fukuhara,
Sydney Mikayla,
Deon Cole,
Coy Stewart
",107,,
2510,Minecraft: Story Mode,(2018),"
Adventure            ",5.7,"
MInecraft: Story Mode is an interactive, animated TV series from Netflix and Telltale Games. Viewers input decisions that affect the course of the story, using a remote control or computer keyboard.","

    Stars:
Patton Oswalt,
Catherine Taber,
Ashley Johnson,
Brian Posehn
",181,,
6136,Hunch,,"
Drama            ",,"
Simon's wife is murdered to remove his heart and transplant it into the wife of a powerful millionaire. In search of revenge, Simón throws himself into the dangerous world of organ trafficking.","

    Stars:
Ana Brenda Contreras,
Sebastian Martínez,
Margarita Muñoz,
Mauricio Cujar
",,,
7410, The 100,(2014–2020),"
Drama, Mystery, Sci-Fi            ",6.6,"
Clarke and Octavia mount a desperate rescue mission as the Disciples close in on what they want.","
    Director:
Ian Samoil
|
    Stars:
Eliza Taylor,
Marie Avgeropoulos,
Lindsey Morgan,
Richard Harmon
","1,903",42.0,
2913,Winter on Fire: Ukraine's Fight for Freedom,(2015),"
Documentary            ",8.4,"
A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.","
    Director:
Evgeny Afineevsky
|
    Stars:
Bishop Agapit,
Catherine Ashton,
Serhii Averchenko,
Kristina Berdinskikh
","13,492",102.0,
4026,The Exorcism of Anna Ecklund,(2016),"
Horror            ",2.5,"
A Priest and a Vatican investigator take a possessed housewife to a convent to perform an Exorcism.","
    Director:
Andrew Jones
|
    Stars:
Lee Bane,
Tiffany Ceri,
Jeff Raggett,
Judith Haley
","1,047",79.0,
2676,Lost Ollie,,"
Animation, Adventure, Drama            ",,"
A lost toy, searching across the countryside for the boy who lost him, and the story of the boy who lost more than a best friend.","

    Stars:
Mary J. Blige,
Jonathan Groff,
Jake Johnson,
Tim Blake Nelson
",,45.0,
6984, La Reina de Indias y el Conquistador,(2020– ),"
Drama, History            ",6.8,"
An indigenous woman kidnapped by a conquistador returns to her tribe, helped by her Spanish lover, but a turn of events destroys her trust in him.","

    Stars:
Emmanuel Esparza,
Essined Aponte,
Manuel Navarro,
Álvaro Benet
",5,,
1418,The Beyond,(2017),"
Drama, Sci-Fi            ",4.9,"
After observing an anomaly in space, scientists transplant human brains in to synthetic bodies and send them through the wormhole.","
    Director:
Hasraf Dulull
|
    Stars:
Jane Perry,
Nigel Barber,
Noeleen Comiskey,
Ezra Faroque Khan
","5,839",103.0,
7510, Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
","
    Directors:
Rajiv Chilaka,
Krishna Mohan Chintapatla
",,,
7289, 3Below: Tales of Arcadia,(2018–2019),"
Animation, Action, Adventure            ",7.2,"
Krel builds a prototype device that will create a wormhole back to Akiridion-5, but Luug swallows it whole before it can be tested further.","
    Director:
Johane Matte
|
    Stars:
Tatiana Maslany,
Diego Luna,
Nick Offerman,
Glenn Close
",133,22.0,
289,National Lampoon's Animal House,(1978),"
Comedy            ",7.5,"
At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.","
    Director:
John Landis
|
    Stars:
John Belushi,
Karen Allen,
Tom Hulce,
Stephen Furst
","115,289",109.0,$0.20M
5281,Super Zach,(2018– ),"
Animation, Action, Adventure            ",7.6,"
When someone is in trouble in Storia Town, Super Zach jumps into action. Super Zach is a little superhero powered by food energy. When he eats his mother's food, he gains ""Super Yum-Yum ...                See full summary »
","

    Stars:
Jan Bos,
Michelle Brezinski,
Michael Donovan,
Brian Drummond
",9,,
721,Wizards,(2020),"
Animation, Action, Adventure            ",8.2,"
The third installment of DreamWork's 'Tales of Arcadia' trilogy. The gang ends up in the past and must make sure that everything happens the way it should.","

    Stars:
Colin O'Donoghue,
David Bradley,
James Faulkner,
Emile Hirsch
","2,795",233.0,
9064, Carmen Sandiego,(2019–2021),"
Animation, Action, Adventure            ",8.4,"
Carmen, Ivy, and Zack reunite with an old friend in Venice, where V.I.L.E. plots to steal priceless masks from a museum.","
    Directors:
Mike West,
Kevin Dart
|
    Stars:
Gina Rodriguez,
Finn Wolfhard,
Abby Trott,
Michael Hawley
",83,,
1605,Seulgirowun Gamppangsaenghwal,(2017–2018),"
Comedy, Drama            ",8.4,"
Baseball pitcher Kim Je-hyeok becomes a convict overnight after being sent to prison for defending his sister from a sexual assault, days before he was due to fly to the US to join the Boston Red Sox.","

    Stars:
Hae-soo Park,
Jung Kyung-ho,
Krystal Jung,
Kyoo-hyung Lee
","2,163",90.0,
9061, Maid,(2021– ),"
Comedy, Drama            ",,"
Add a Plot
","
    Director:
Helen Shaver
|
    Stars:
Billy Burke,
Kristina Capati,
BJ Harrison,
Toby Levins
",,,
1245,Omoide no Mânî,(2014),"
Animation, Drama, Family            ",7.7,"
Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","
    Directors:
James Simone,
Hiromasa Yonebayashi
|
    Stars:
Sara Takatsuki,
Kasumi Arimura,
Nanako Matsushima,
Susumu Terajima
","35,523",103.0,$0.77M
3177,Zumbo's Just Desserts,(2016–2020),"
Reality-TV            ",6.9,"
Amateur Australian chefs compete to impress patisserie chef Adriano Zumbo with their sweet creations. Those who don't fit the brief go head to head in the 'Zumbo test' to replicate his unique desserts.","

    Stars:
Gigi Falanga,
Rachel Khoo,
Adriano Zumbo
","1,935",52.0,
7614, El inocente,(2021),"
Crime, Drama, Mystery            ",8.1,"
Federal agents try to push Lorena out of the case. Meanwhile, Olivia makes a confession that leaves Mat reeling.","
    Director:
Oriol Paulo
|
    Stars:
Mario Casas,
Aura Garrido,
Alexandra Jiménez,
Jose Coronado
",559,66.0,
2843,Hot Date,(2017– ),"
Comedy            ",7.2,"
Brian Murphy and Emily Axford attempt a lovely night out for a romantic meal, but sadly blow their chances by bringing themselves.","

    Stars:
Emily Axford,
Brian Murphy,
Carisa Barreca,
Travis Turner
",574,20.0,
2919,The Magician's Elephant,,"
Animation, Adventure, Comedy            ",,"
An orphaned boy is told by a fortune teller that an elephant will help him find his lost sister.","
    Director:
Wendy Rogers
|
    Stars:
Noah Jupe,
Natasia Demetriou,
Cree Summer,
Mandy Patinkin
",,,
8710, Queer Eye,(2018– ),"
Reality-TV            ",8.1,"
The Fab Five help a fishmonger and father of three to connect with his family and achieve his dream of opening his very own restaurant.","
",114,,
7645, The Good Place,(2016–2020),"
Comedy, Drama, Fantasy            ",7.4,"
One of the new residents creates a division in the ranks.","
    Director:
Steve Day
|
    Stars:
Kristen Bell,
William Jackson Harper,
Jameela Jamil,
D'Arcy Carden
","1,582",22.0,
1139,Sand Castle,(2017),"
Action, Drama, War            ",6.3,"
The story follows a young soldier, and his introduction into the 2003 invasion of Iraq. Based on true events, it bears witness to the destruction, and horrors of war.","
    Director:
Fernando Coimbra
|
    Stars:
Nicholas Hoult,
Logan Marshall-Green,
Henry Cavill,
Glen Powell
","21,056",113.0,
1680,King Cobra,(2016),"
Crime, Drama            ",5.6,"
Veteran gay pornography producer Stephen battles two rival producers over the rights to his underage porn star creation, Brent Corrigan, with deadly results.","
    Director:
Justin Kelly
|
    Stars:
Garrett Clayton,
Christian Slater,
Molly Ringwald,
James Kelley
","8,572",91.0,$0.03M
7299, Jupiter's Legacy,(2021),"
Action, Adventure, Drama            ",6.9,"
With her partying spiraling out of control, Chloe nears rock bottom. Sheldon encounters hardship in his search for answers to the visions haunting him.","
    Director:
Christopher J. Byrne
|
    Stars:
Josh Duhamel,
Ben Daniels,
Leslie Bibb,
Andrew Horton
","1,148",48.0,
3186,One of Our Dinosaurs Is Missing,(1975),"
Family, Adventure, Comedy            ",6.0,"
A suspected Western spy steals a secret microfilm from China and hides it in the skeleton of a museum dinosaur, prompting a frantic search for it by various interested parties.","
    Director:
Robert Stevenson
|
    Stars:
Peter Ustinov,
Helen Hayes,
Derek Nimmo,
Hugh Burden
","1,701",94.0,
5038,The Ogun,,"
Action, Adventure, Thriller            ",,"
Xavier Rhodes takes his teenage daughter to Nigeria to find a cure for a rare condition that he passed on to her. When his daughter is kidnapped, Rhodes goes on a rampage through the criminal underworld to find her before it's too late.","

    Star:
Anthony Mackie
",,,
3017,Wedding Season,(II),"
Comedy, Romance            ",,"
In a bid to keep her marriage-obsessed parents off her back, an Indian-American woman gets a fake boyfriend for wedding season-but in the end, gets the courage to stop living a double life. This romantic comedy was just set up at Netflix.","
    Director:
Tom Dey
|
    Stars:
Rizwan Manji,
Ruth Goodwin,
Pallavi Sharda,
Suraj Sharma
",,,
2019,The Confession Killer,(2019),"
Documentary, Crime            ",7.4,"
Henry Lee Lucas was known as America's most prolific serial killer, admitting to hundreds of murders, but, as DNA results contradict his confessions, will they expose the biggest criminal justice hoax in U.S. history?","

    Stars:
Nan Cuba,
Bob Prince,
Hugh Aynesworth,
Phil Ryan
","7,618",240.0,
4801,Dorei-ku The Animation,(2018– ),"
Animation            ",5.9,"
What if you could enslave anyone you ever wanted? Well, this comes close. The SCM lets you enslave anyone who is also wearing an SCM, at a price. One must win over the other, at anything, in order for the other to become their slave.","

    Stars:
Patricia Duran,
Christine M. Auten,
John Gremillion,
David Matranga
",92,24.0,
3480,Choi-go-eui Han-bang,(2017),"
Comedy, Fantasy            ",7.3,"
Yoo Hyun-Jae is a member of a popular idol group. He has a lot of fans and he is a scandal maker. Meanwhile, Lee Ji-Hoon is an aspiring singer. He pretends to be studying for his civil ...                See full summary »
","

    Stars:
Tae-Hyun Cha,
Min-Jae Kim,
Se-yeong Lee,
Yoon Shi-Yoon
",625,30.0,
7068, Final Space,(2018– ),"
Animation, Action, Adventure            ",8.8,"
The search for the stolen dimensional keys leads the crew to a planet being sucked into the Dark Zone; Hue and Ava get closer.","
    Directors:
Ben Bjelajac,
Yoriaki Mochizuki
|
    Stars:
Fred Armisen,
Ashly Burch,
Ron Funches,
Tom Kenny
",622,21.0,
8688, Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",8.9,"
The Rangers do everything they can to help their new ally return home.","
    Director:
Simon Bennett
|
    Stars:
Rorrie D. Travis,
Jasmeet Baduwalia,
Jacqueline Scislowski,
Abraham Rodriguez
",23,,
2095,Mobeomhyungsa,(2020),"
Action, Drama, Mystery            ",7.5,"
A drama about the race between people who want to get closer to the truth and those who want to cover it up.","

    Stars:
Son Hyeon-ju,
Seung-jo Jang,
Elliya Lee,
Seung-Hyeon Ji
",488,60.0,
7970, The Flash,(2014– ),"
Action, Adventure, Drama            ",7.1,"
After months of searching for Sue Dearbon, Ralph gets a lead on her whereabouts and finally comes face to face with his missing client. However, Sue refuses to return home to her family, ...                See full summary »
","
    Director:
Chris Peppe
|
    Stars:
Grant Gustin,
Candice Patton,
Danielle Panabaker,
Carlos Valdes
","1,398",42.0,
9319, Dad Stop Embarrassing Me,(2021),"
Comedy, Family            ",6.8,"
At the family's annual Juneteenth cookout, Pops faces off against his siblings for a BBQ showdown. Sasha sneaks off to a block party with Brian's truck.","
    Director:
Ken Whittingham
|
    Stars:
Jamie Foxx,
David Alan Grier,
Kyla-Drew,
Porscha Coleman
",50,,
5523,Rory Scovel Tries Stand-Up for the First Time,(2017 TV Special),"
Documentary, Comedy            ",6.7,"
Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the thong song","
    Director:
Scott Moran
|
    Stars:
Rory Scovel,
Jack White,
Ben Swank,
Ben Kronberg
",773,66.0,
9247, Snabba Cash,(2021– ),"
Action, Crime, Drama            ",7.7,"
Leya confronts Tomas about her finances and decides to make a deal. The bloodthirsty Ravy takes aim at the object of his revenge.","
    Director:
Jesper Ganslandt
|
    Stars:
Alexander Abdallah,
Evin Ahmad,
Ayaan Ahmed,
Ali Alarik
",137,44.0,
6555, Bleach: Burîchi,(2004–2012),"
Animation, Action, Adventure            ",7.9,"
In order to prove how useless Shinigamis are, Uryû releases bait to draw Hollows to their town. Whoever gets rid of the most wins the challenge.","
    Directors:
Noriyuki Abe,
Kôji Aritomi
|
    Stars:
Masakazu Morita,
Fumiko Orikasa,
Noriaki Sugiyama,
Hiroki Yasumoto
",209,24.0,
3075,Jiva!,(2021– ),"
Drama            ",5.7,"
A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.","

    Stars:
Ntuthuzelo Grootboom,
Noxolo Dlamini,
Stella Dlangalala,
Tony Kgoroge
",201,50.0,
792,Eli,(I) (2019),"
Drama, Horror, Mystery            ",5.7,"
A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.","
    Director:
Ciarán Foy
|
    Stars:
Charlie Shotwell,
Kelly Reilly,
Max Martini,
Lili Taylor
","31,499",98.0,
3731,Nate Bargatze: The Greatest Average American,(2021 TV Special),"
Comedy            ",7.3,"
Tennessee-born comedian, actor, and podcast host Nate Bargatze is back with his second hour-long Netflix original comedy special.","
    Director:
Troy Miller
|
    Star:
Nate Bargatze
",944,60.0,
9105, Vikings: Valhalla,,"
Action, Adventure, Drama            ",,"
Add a Plot
","

    Stars:
James Ballanger,
Laura Berlin,
Sam Corlett,
Louis Davison
",,,
4487,Tulen morsian,(2016),"
Drama, History            ",6.0,"
Anna is a 16-year old in a village where women are accused of witchcraft. It's based on the witch hunts on Åland, Finland in the 1600s.","
    Director:
Saara Cantell
|
    Stars:
Tuulia Eloranta,
Magnus Krepper,
Elin Petersdottir,
Claes Malmberg
","1,290",110.0,
3660,Rilakkuma to Kaorusan,(2019),"
Animation, Comedy, Drama            ",8.3,"
Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear.","

    Stars:
Veronica Taylor,
Abby Trott,
Barbara Goodson,
Chris Hackney
","1,443",12.0,
5615,Caste,,"
Drama            ",,"
The unspoken system that has shaped America and chronicles how lives today are defined by a hierarchy of human divisions.","
    Director:
Ava DuVernay
",,,
5871,Meruhen Medohen,(2018– ),"
Animation, Fantasy            ",3.1,"
When the two girls meet, magic begins. Hazuki Kagimura loves stories, an orthodox girl who is overly imaginative. Because her relationship with her new family does not go well, the ...                See full summary »
","

    Stars:
Tomori Kusunoki,
Lynn,
Rie Suegara
",47,23.0,
7619, Mytho,(2019),"
Drama            ",6.9,"
Add a Plot
","
    Director:
Fabrice Gobert
|
    Stars:
Marina Hands,
Mathieu Demy,
Marie Drion,
Jérémy Gillet
",46,41.0,
1133,Cidade Invisível,(2021– ),"
Crime, Drama, Fantasy            ",7.4,"
An underground world is inhabited by mythical creatures evolved from a deep lineage of Brazilian folklore. One detective who finds himself caught in a murder investigation that puts him in the middle of a battle between these two worlds.","

    Stars:
Luísa Civita,
Jéssica Córes,
Samuel de Assis,
Manuela Dieguez
","4,641",60.0,
6869, Alex,(2017–2019),"
Action, Crime, Thriller            ",7.6,"
Add a Plot
","
    Director:
Alain Darborg
|
    Stars:
Helena Af Sandeberg,
Zahraa Aldoujaili,
Abdirizak Farah Ali,
Robert Andersson
",25,,
6842, Mighty Little Bheem,(2019– ),"
Animation, Short, Adventure            ",,"
Add a Plot
","
    Directors:
Rajiv Chilaka,
Krishna Mohan Chintapatla
",,,
3341,Restaurants on the Edge,(2019– ),"
Reality-TV            ",6.8,"
Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.","

    Stars:
Micah Kamohoalii,
Karin Bohn,
Nick Liberato,
Dennis Prescott
",885,,
9943, La casa de papel,(2017–2021),"
Action, Crime, Mystery            ",,"
Add a Plot
","
",,,
1828,College Romance,(2018– ),"
Comedy, Drama, Romance            ",8.8,"
Three best friends look for love, laughs and some lifelong memories while attending college together.","

    Stars:
Manjot Singh,
Apoorva Arora,
Keshav Sadhna,
Gagan Arora
","24,635",30.0,
6627, Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.1,"
The Avatar gang encounters Jet in Ba Sing Se and he helps them to discover the location of Appa. But they will end up discovering something else, a secret of the city.","
    Director:
Lauren MacMullan
|
    Stars:
Zach Tyler,
Mae Whitman,
Jack De Sena,
Michaela Jill Murphy
","3,049",25.0,
1716,Inventing Anna,(2021– ),"
Drama            ",,"
A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York's social scene - and stole their money as well.","

    Stars:
Anna Chlumsky,
Laverne Cox,
Alexis Floyd,
Julia Garner
",,,
351,Frozen,(I) (2013),"
Animation, Adventure, Comedy            ",7.4,"
When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","
    Directors:
Chris Buck,
Jennifer Lee
|
    Stars:
Kristen Bell,
Idina Menzel,
Jonathan Groff,
Josh Gad
","586,769",102.0,$400.74M
3025,Hate Story 3,(2015),"
Drama, Thriller            ",4.5,"
Siya appears to be the bone of contention between warring businessmen Aditya and Saurav. But this one runs deeper than your average love triangle.","
    Director:
Vishal Pandya
|
    Stars:
Sharman Joshi,
Karan Singh Grover,
Zareen Khan,
Daisy Shah
","3,085",126.0,
3073,QB1: Beyond the Lights,(2017– ),"
Documentary, Sport            ",7.8,"
Follows three high school quarterbacks from different backgrounds, playing in different environments as they face immense pressure and similar challenges in trying to be successful high school quarterbacks.","

    Stars:
Tayvon Bowers,
Jake Fromm,
Tate Martell,
Lance LeGendre
",813,35.0,
785,Close Enough,(2020– ),"
Animation, Comedy, Drama            ",7.8,"
A comedic look on a couple facing various challenges in their daily lives while trying to cope with their changes from twenties to thirties.","

    Stars:
J.G. Quintel,
Gabrielle Walsh,
Jason Mantzoukas,
Kimiko Glenn
","6,457",23.0,
7261, Blood & Water,(2020– ),"
Drama, Mystery            ",7.4,"
Add a Plot
","
    Director:
Nosipho Dumisa
|
    Stars:
Ama Qamata,
Khosi Ngema,
Gail Mabalane,
Thabang Molaba
",81,43.0,
5033,Loving Adults,(2022),"
Thriller            ",,"
Follows a couple who appear to be living the perfect life after their son is declared healthy following a long-term illness.","
    Director:
Barbara Topsøe-Rothenborg
|
    Stars:
Dar Salim,
Lars Ranthe,
Sonja Richter,
Mikael Birkkjær
",,,
