,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
5221,Tiffany Haddish: She Ready! From the Hood to Hollywood,(2017 TV Special),"
Comedy            ",6.7,"
Comedic breakout Tiffany Haddish delivers a riotous stand-up ripe with the unpretentious and filthy tales of her meteoric rise to stardom.","
    Director:
Chris Robinson
| 
    Star:
Tiffany Haddish
",468,65.0,
7255, Alta mar,(2019–2020),"
Crime, Drama, Mystery            ",7.4,"
Whispers Continue to flow about the new passenger capabilities But Eva wouldn't make peace with that.","
    Director:
Manuel Gómez Pereira
| 
    Stars:
Ivana Baquero, 
Jon Kortajarena, 
Alejandra Onieva, 
Eloy Azorín
",109,,
9225, Dive Club,(2021– ),"
Drama, Family, Mystery            ",,"
While the town searches for Lauren, Dive Club begin their own investigation. Izzie finds Lauren's phone, which contains a hidden message suggesting her disappearance was no accident.","
    Director:
Rhiannon Bannenberg
| 
    Stars:
Miah Madden, 
Georgia-May Davis, 
Sana'a Shaik, 
Aubri Ibrag
",,,
5486,Snelle: Zonder jas naar buiten,(2021),"
Documentary            ",6.8,"
An intimate look into the life, career and creative process of Dutch rapper and singer Lars Bos a.k.a. Snelle.","
    Director:
Anne de Clercq
| 
    Stars:
Snelle, 
Lars Bos, 
Tristan Rozendaal, 
Maan de Steenwinkel
",139,89.0,
1338,The Lost Pirate Kingdom,(2021– ),"
Documentary, Adventure, Drama            ",6.6,"
The real-life pirates of the Caribbean violently plunder, stealing and form a surprisingly egalitarian republic in this documentary series.","
            
    Stars:
Derek Jacobi, 
James Oliver Wheatley, 
Sam Callis, 
Tom Padley
","2,134",,
2578,Ku'damm 56,(2016),"
Drama            ",7.6,"
Caterina Schöllack runs a dance school in Berlin in 1956. It is her goal to give her three daughters the best possible opportunity, meaning to ensure that they marry well, but until then ...                See full summary »
","
            
    Stars:
Sonja Gerhardt, 
Claudia Michelsen, 
Maria Ehrich, 
Emilia Schüle
","1,863",100.0,
1320,Brain on Fire,(2016),"
Biography, Drama            ",6.6,"
A young, capable professional cannot explain her newly erratic behavior.","
    Director:
Gerard Barrett
| 
    Stars:
Chloë Grace Moretz, 
Thomas Mann, 
Richard Armitage, 
Carrie-Anne Moss
","19,354",88.0,
3935,Alice in Wonderland,,"
Adventure, Family, Fantasy            ",,"
Musical under wraps.","
            
    Star:
Sabrina Carpenter
",,,
3815,Hot Gimmick: Girl Meets Boy,(2019),"
Drama            ",4.5,"
Hatsumi and her family live normal lives until she is used by Ryoki who begins to bully and intimidate her. Azusa is a friend in the area and also good looking. He has the hots for Hatsumi ...                See full summary »
","
    Director:
Yûki Yamato
| 
    Stars:
Miona Hori, 
Mizuki Itagaki, 
Kaisei Kamimura, 
Shôtarô Mamiya
",365,119.0,
6331,Wounded: The Battle Back Home,(2015–2016),"
Documentary            ",,"
Add a Plot
","
",,,
7612, El inocente,(2021),"
Crime, Drama, Mystery            ",8.0,"
Mat enlists Zoe, a private investigator, to help him track down Olivia. Lorena tries to figure out how Mat fits into the death of the mysterious nun.","
    Director:
Oriol Paulo
| 
    Stars:
Mario Casas, 
Aura Garrido, 
Alexandra Jiménez, 
Jose Coronado
",557,58.0,
9759, Untitled Lakers Project,(2022– ),"
Comedy, Drama, Sport            ",,"
Add a Plot
","
    Director:
Salli Richardson-Whitfield
| 
    Stars:
Gabriel Womack, 
Austin Aaron, 
Kirk Bovill, 
Adrien Brody
",,,
8224, Sex/Life,(2021– ),"
Comedy, Drama, Romance            ",6.3,"
Billie's emotional rollercoaster of a day turns into an arousing night out when Cooper attempts to reignite the spark in their relationship.","
    Director:
Patricia Rozema
| 
    Stars:
Sarah Shahi, 
Mike Vogel, 
Adam Demos, 
Margaret Odette
",253,,
765,Out of the Furnace,(2013),"
Action, Crime, Drama            ",6.8,"
When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.","
    Director:
Scott Cooper
| 
    Stars:
Christian Bale, 
Casey Affleck, 
Zoe Saldana, 
Woody Harrelson
","110,076",116.0,$11.33M
210,The King,(I) (2019),"
Biography, Drama, History            ",7.2,"
Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.","
    Director:
David Michôd
| 
    Stars:
Tom Glynn-Carney, 
Gábor Czap, 
Tom Fisher, 
Edward Ashley
","97,848",140.0,
4857,Borstal,(2017),"
Drama            ",4.6,"
Set in 1971, Kris is sentenced to two years in a rural Borstal.","
    Director:
Steven M. Smith
| 
    Stars:
Matthew Winters, 
Patrick Kilpatrick, 
Tony Fadil, 
Sonny Denham
",483,87.0,
7578, The Epic Tales of Captain Underpants,(2018–2020),"
Animation, Short, Action            ",6.1,"
When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday -- and it's a huge success.","
            
    Stars:
Nat Faxon, 
Jay Gragnani, 
Ramone Hamilton, 
Sean Astin
",166,45.0,
2157,Swiped,(I) (2018),"
Comedy, Romance            ",3.0,"
James, a college freshman and computer genius, is enlisted by his womanizing roommate, Lance, to code the ultimate hook-up app. But when James discovers that his divorced mother is using the app, unexpected consequences ensue.","
    Director:
Ann Deborah Fishman
| 
    Stars:
Kendall Ryan Sanders, 
Noah Centineo, 
Nathan Gamble, 
Christian Hutcherson
","11,048",93.0,
27,Better Call Saul,(2015– ),"
Crime, Drama            ",8.8,"
The trials and tribulations of criminal lawyer Jimmy McGill in the time before he established his strip-mall law office in Albuquerque, New Mexico.","
            
    Stars:
Bob Odenkirk, 
Rhea Seehorn, 
Jonathan Banks, 
Patrick Fabian
","347,857",46.0,
1670,David Attenborough: A Life on Our Planet,(2020),"
Documentary, Biography            ",9.0,"
One man has seen more of the natural world than any other. This unique feature documentary is his witness statement.","
    Directors:
Alastair Fothergill, 
Jonathan Hughes, 
Keith Scholey
| 
    Stars:
David Attenborough, 
Max Hughes
","28,445",83.0,
3511,Brahman Naman,(2016),"
Comedy            ",5.6,"
This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything, except how to talk to women.","
    Director:
Qaushiq Mukherjee
| 
    Stars:
Shashank Arora, 
Tanmay Dhanania, 
Chaitanya Varad, 
Vaishwath Shankar
","1,798",95.0,
5998,Moving Art: Deserts,(2014),"
Documentary, Short            ",8.5,"
Filmmaker Louie Schwartzberg takes viewers to the scenic Four Corners region of America, where the night stars shine as brightly as the day's sun.","
    Director:
Louie Schwartzberg
",150,25.0,
4334,#TemanTapiMenikah,(2018),"
Biography, Comedy, Drama            ",6.9,"
Ayudia (Vanesha Prescilla) and Ditto (Adipati Dolken) have been best friends for 12 years. And for all those times, Ditto has been secretly in love with her. Until one day, Ayudia told him that she's gonna get married.","
    Director:
Rako Prijanto
| 
    Stars:
Adipati Dolken, 
Vanesha Prescilla, 
Refal Hady, 
Denira Wiraguna
",602,102.0,
9967, AlRawabi School for Girls,(2021),"
Drama            ",,"
Add a Plot
","
    Director:
Tima Shomali
| 
    Stars:
Salsabiela A., 
Joanna Arida, 
Abood Abu Jaafar, 
Yara Mustafa
",,,
2582,7Seeds,(2019–2020),"
Animation, Action, Adventure            ",6.4,"
In the immediate future, a giant meteorite has collided with earth. All living organisms, including mankind, have been wiped off the face of the planet. The government, who had foreseen ...                See full summary »
","
            
    Stars:
Scott Gibbs, 
Alejandro Saab, 
Jad Saxton, 
Amber Lee Connors
","1,155",25.0,
3613,Piano no Mori,(2018– ),"
Animation, Adventure, Drama            ",7.1,"
Two different people - the son of a prostitute, and the son of a professional musician - develop a bond of friendship through their love of playing the piano.","
            
    Stars:
Tony Azzolino, 
Johnny Yong Bosch, 
Reba Buhr, 
Griffin Burns
",731,25.0,
2755,Sen Hiç Atesböcegi Gördün mü?,(2021),"
Comedy, Drama            ",6.2,"
Rebellious, irreverent wunderkind Gülseren navigates loneliness, love and loss against the current of political turmoil and social change.","
    Director:
Andaç Haznedaroglu
| 
    Stars:
Ecem Erkek, 
Devrim Yakut, 
Engin Alkan, 
Merve Dizdar
","4,193",113.0,
9877, Bee and PuppyCat,(2013– ),"
Animation, Short, Action            ",,"
Add a Plot
","
",,,
3647,Secreto bien guardado,(2019),"
Drama            ",4.9,"
Add a Plot
","
            
    Stars:
Oriana Sabatini, 
Victorio D'Alessandro, 
Jorge Suárez, 
Noemí Frenkel
",162,,
6149,The Daniel Project,(2011 Video),"
Documentary, History, Mystery            ",5.3,"
Ancient documents are unlocked by scholars that reveal an astounding panorama of future events that will touch the lives of every living creature on planet earth - yet they claim that only ...                See full summary »
","
    Director:
Stewart Menelaws
| 
    Stars:
Phil Booth, 
Jeremy Hitchen, 
Paul Ingram, 
Benjamin Netanyahu
",31,85.0,
6131,True Tunes,(2019– ),"
Family            ",8.0,"
Add a Plot
","
",12,,
9664, The Talk,(2010– ),"
Talk-Show            ",,"
Singer/songwriter H.E.R.; former NFL player/author Rashad Jennings (book, ""The 'If' in Life"");","
    Director:
Joseph Carolei
| 
    Stars:
Sharon Osbourne, 
Sheryl Underwood, 
Carrie Ann Inaba, 
Amanda Kloots
",,38.0,
4350,#cats_the_mewvie,(2020),"
Documentary            ",5.3,"
It's a 2020 documentary about how cats went from cute text memes to iconic celebrities on YouTube.","
    Director:
Michael Margolis
| 
    Stars:
Kevin Allocca, 
Phaedra Barratt, 
Amanda Brennan, 
Mike Bridavsky
",439,90.0,
3354,Tales by Light,(2015– ),"
Documentary            ",8.3,"
Behind every powerful image is a powerful story. Uniting exploration, photography and the natural world, Tales By Light follows photographers from Australia and around the world as they push the limits of their craft.","
            
    Stars:
Art Wolfe, 
Eric Cheng, 
Stephen Dupont, 
Angela Scott
","1,829",23.0,
1702,Ghoul,(2018),"
Drama, Fantasy, Horror            ",7.1,"
In a totalitarian near-future India, a mysterious prisoner is sent to a remote military interrogation center where he turns the tables on his captors by exposing their most shameful secrets and unleashing a demon from Arabic folklore.","
            
    Stars:
Radhika Apte, 
Manav Kaul, 
Rohit Pathak, 
Ratnabali Bhattacharjee
","13,031",45.0,
2296,Distrito Salvaje,(2018– ),"
Action, Crime, Drama            ",8.3,"
Jhon Jeiver, a lethal guerrilla fighter who escapes from the jungle after the signing and referendum of the Colombian Peace Agreements, arrives in Bogotá escaping from his past, and tries to reinsert himself into society.","
            
    Stars:
Cristina Umaña, 
Juan Pablo Raba, 
Nicolás Quiroga Pineda, 
Paula Castaño
","1,727",45.0,
2461,Transformers: Robots in Disguise,(2014–2020),"
Animation, Action, Adventure            ",5.9,"
When a new army of Decepticons appear, Bumblebee must lead a new team of Autobots to Earth against their eternal foes.","
            
    Stars:
Khary Payton, 
Mitchell Whitfield, 
Will Friedle, 
Constance Zimmer
",930,22.0,
5904,Visions of Us: LGBTQ+ Latine Representation in TV & Film,(2021),"
Documentary            ",,"
Visions of Us is a four-part digital documentary series that celebrates, uplifts and highlights some of the most groundbreaking queer Latinx characters and scenes in TV and Film, and the ...                See full summary »
","
",,,
1726,The Chef Show,(2019– ),"
Documentary            ",8.2,"
Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.","
            
    Stars:
Jon Favreau, 
Roy Choi, 
Aaron Franklin, 
Andrew Rea
","4,476",30.0,
3190,Bongwater,(1998),"
Comedy, Drama, Romance            ",5.4,"
An indolent artist in Portland, Oregon becomes addicted to marijuana, prompting his girlfriend to flee to New York City with a heroin addict.","
    Director:
Richard Sears
| 
    Stars:
Luke Wilson, 
Alicia Witt, 
Amy Locane, 
Brittany Murphy
","3,843",97.0,
6421,Team Mascots,(2017),"
Short            ",,"
A short film about the creative team behind the Christopher Guest film, MASCOTS. Contributors include those from Costume Design, Production Design, Cinematography, Stunts, Choreography and Music.","
    Director:
Keva Rosenfeld
",,14.0,
6472,The Kane Chronicles: The Serpent's Shadow,,"
Action, Adventure, Drama            ",,"
Add a Plot
","
",,,
4052,Home Game,(2020– ),"
Documentary, Sport            ",7.1,"
This docuseries profiles unique and dangerous traditional sports from around the world, as well as the communities and cultures where they thrive.","
            
    Stars:
Mark Strong, 
Guyga, 
Riccardo Lo Bue, 
Melis Murataliyev
",734,36.0,
4902,Sexy Central,,"
Drama            ",,"
Known as the ""Mayday of Central"", five close friends and young working women juggle work, love, sex and booze.","
    Director:
Kam-Keung Chan
| 
    Stars:
Jeana Ho, 
Joyce Cheng, 
Ava Liu
",,,
6005,Big Vape,,"
Documentary            ",,"
The story of the controversial e-cigarette company Juul which transformed from scrappy tech startup to multi-billion-dollar tobacco company and in the process helped spark what top health authorities labeled an epidemic of youth addiction.","
",,,
6321,Alejandra Azcárate,,"
Comedy            ",,"
An innovative format that combines elements of monologues, sketches and talk shows.","
            
    Stars:
Daniel Toro, 
Alejandra Azcárate
",,,
5878,Finding Home,(2014),"
Documentary, Drama            ",7.9,"
Follows the lives of three young Cambodian women who were victims of sex trafficking at a young age. Experience these girls heartaches and hopes as they struggle to go from victim to survivor.","
    Director:
Derek Hammeke
| 
    Star:
Stephanie Freed
",216,118.0,
5782,Queen of Carthage,(2014),"
Drama, Thriller            ",5.6,"
An American Drifter discovers a New Zealand Singer and develops an obsession for him.","
    Director:
Mardana M. Mayginnes
| 
    Stars:
Shiloh Fernandez, 
Keisha Castle-Hughes, 
Graham Candy, 
Amanda Tito
",222,92.0,
4236,Robot Trains,(2017–2021),"
Animation, Action, Adventure            ",6.2,"
Set in the ""Train World"" where all citizens are trains. However, among the residents there are special trains that can transform into robots, the Robot Trains. Featuring our 5 train heroes,...                See full summary »
","
            
    Stars:
Bill Rogers, 
Carrie Savage, 
Tony Salerno, 
Ken Spassione
",71,14.0,
6066,The BFG,,"
Animation, Adventure, Family            ",,"
Add a Plot
","
",,,
6342,Zoom In: Stories Behind the Best Independent Films of 2007,(2007 Video),,6.1,"
Celebrating the best in the year's independent films, the Gotham Awards are the official kick-off to the film awards season. Written, directed and produced by Mario Diaz, this one-hour ...                See full summary »
","
    Director:
Mario Diaz
| 
    Stars:
Lydia Dean Pilcher, 
Jonathan Demme, 
Roger Ebert, 
Mark Friedberg
",12,61.0,
2594,Gojira: Kaijû Wakusei,(2017),"
Animation, Action, Adventure            ",6.0,"
A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over, but one young man wants revenge above all else.","
    Directors:
Hiroyuki Seshita, 
Kôbun Shizuno
| 
    Stars:
Mamoru Miyano, 
Takahiro Sakurai, 
Kana Hanazawa, 
Tomokazu Sugita
","8,108",89.0,
7728, Dynasty,(2017– ),"
Drama            ",7.8,"
Adam receives unexpected attention from Blake; Fallon turns her attention to her former business.","
    Director:
Brandi Bradburn
| 
    Stars:
Elizabeth Gillies, 
Daniella Alonso, 
Rafael de la Fuente, 
Sam Underwood
",193,42.0,
8196, 13 Reasons Why,(2017–2020),"
Drama, Mystery, Thriller            ",6.1,"
The Jensens make the boys take a drug test. When the Liberty parents learn about an upcoming party, Clay suspects that they're tracking the students.","
    Director:
Brenda Strong
| 
    Stars:
Dylan Minnette, 
Grace Saif, 
Christian Navarro, 
Alisha Boe
","1,507",57.0,
7955, Kevin Hart: Don't F**k This Up,(2019– ),"
Documentary            ",6.6,"
Add a Plot
","
            
    Star:
Kevin Hart
",91,,
5197,Spark: A Burning Man Story,(2013),"
Documentary, Action, Biography            ",6.2,"
Each year, 60,000 people from around the globe gather in a dusty windswept Nevada desert to build a temporary city, collaborating on large-scale art and partying for a week before burning a...                See full summary »
","
    Directors:
Steve Brown, 
Jessie Deeter
| 
    Stars:
Harley K. Dubois, 
Marian Goodell, 
Larry Harvey, 
John Law
",562,90.0,$0.12M
745,Sabotage,(2014),"
Action, Crime, Drama            ",5.7,"
Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.","
    Director:
David Ayer
| 
    Stars:
Arnold Schwarzenegger, 
Sam Worthington, 
Terrence Howard, 
Olivia Williams
","61,545",109.0,$10.51M
258,Kim's Convenience,(2016–2021),"
Comedy            ",8.2,"
The misadventures of a Korean-Canadian family running a convenience store.","
            
    Stars:
Paul Sun-Hyung Lee, 
Jean Yoon, 
Andrea Bang, 
Simu Liu
","12,443",22.0,
804,Kaguya-sama wa kokurasetai ~ Tensai tachi no ren'ai zunô sen ~,(2019– ),"
Animation, Comedy, Romance            ",8.4,"
The proudly privileged top two students of an elite school each makes it their mission to be the first to extract a confession of love from the other.","
            
    Stars:
Aoi Koga, 
Makoto Furukawa, 
Konomi Kohara, 
Yutaka Aoyama
","6,665",24.0,
3094,Chris Rock: Tamborine,(2018 TV Special),"
Comedy            ",6.6,"
Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.","
    Director:
Bo Burnham
| 
    Stars:
Chris Rock, 
Spike Lee
","6,488",98.0,
513,Serebryanye konki,(2020),"
Adventure, Drama, Family            ",7.1,"
The 20th century is just around the corner. In winter, St. Petersburg transforms into a fairy tale-like wonderland where frozen rivers and canals serve as the iced-over roads and bustle ...                See full summary »
","
    Director:
Michael Lockshin
| 
    Stars:
Fedor Fedotov, 
Sonya Priss, 
Yuriy Borisov, 
Kirill Zaytsev
","3,082",130.0,
1476,Premium Rush,(2012),"
Action, Crime, Thriller            ",6.5,"
In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.","
    Director:
David Koepp
| 
    Stars:
Joseph Gordon-Levitt, 
Michael Shannon, 
Dania Ramirez, 
Sean Kennedy
","111,533",91.0,$20.28M
1573,Jue di tao wang,(2016),"
Action, Adventure, Comedy            ",5.7,"
A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.","
    Director:
Renny Harlin
| 
    Stars:
Jackie Chan, 
Johnny Knoxville, 
Bingbing Fan, 
Eric Tsang
","19,872",107.0,$0.00M
5341,Boons and Curses,,"
Animation, Action, Adventure            ",,"
In the magical land of Maya, a cosmic war is on the horizon. The Raj and his monstrous army threaten to destroy any who stand against them. The universe itself hangs in the balance and our ...                See full summary »
","
",,,
7809, Magic for Humans,(2018– ),"
Comedy, Reality-TV            ",7.6,"
It's all about suspending disbelief when Justin links TV magic to pro wrestling, fools a lie detector and role-plays a fantasy mage in the park.","
    Director:
Adam Franklin
| 
    Stars:
Justin Willman, 
Mercedes Garcia
",67,,
6714, The Flash,(2014– ),"
Action, Adventure, Drama            ",7.6,"
Cisco's faith in his ability to fill Barry's shoes as Team Leader is upended when he learns of a shocking murder; Killer Frost trusts no one except herself to hunt down the dangerous Ramsey Rosso.","
    Director:
Menhaj Huda
| 
    Stars:
Grant Gustin, 
Candice Patton, 
Danielle Panabaker, 
Carlos Valdes
","1,669",42.0,
4103,Sneekweek,(2016),"
Comedy, Thriller            ",4.6,"
Six friends party for a week during the ""Sneekweek"", but they get haunted by a serial killer because of a dark secret from their past..","
    Director:
Martijn Heijne
| 
    Stars:
Carolien Spoor, 
Jelle de Jong, 
Jord Knotter, 
Holly Mae Brood
","1,210",108.0,
8945, Unsolved Mysteries,(2020– ),"
Documentary, Crime, Mystery            ",7.1,"
In May and August 1989, two toddlers vanished from the same New York City park. A search turned up nothing - but their families haven't given up hope.","
    Director:
Jessica Dimmock
| 
    Stars:
Mary Murphy, 
Rosa Glover, 
Ken Lindahl, 
Valdree Manley
",390,37.0,
2364,Results,(2015),"
Comedy, Romance            ",5.4,"
Two mismatched personal trainers' lives are upended by the actions of a new, wealthy client.","
    Director:
Andrew Bujalski
| 
    Stars:
Guy Pearce, 
Cobie Smulders, 
Kevin Corrigan, 
Giovanni Ribisi
","6,774",105.0,$0.10M
8892, Sweet Tooth,(2021– ),"
Action, Adventure, Drama            ",8.2,"
Gus follows a reluctant Big Man into the unknown. Dr. Singh discovers what it will cost to save Rani. Aimee finds a new beginning after the world ends.","
    Director:
Jim Mickle
| 
    Stars:
Nonso Anozie, 
Christian Convery, 
Adeel Akhtar, 
Stefania LaVie Owen
","1,361",50.0,
1086,Escape From Spiderhead,(2021),"
Action, Mystery, Sci-Fi            ",,"
In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.","
    Director:
Joseph Kosinski
| 
    Stars:
Chris Hemsworth, 
Jurnee Smollett, 
Miles Teller, 
Tess Haubrich
",,,
5321,Sins Expiation,(2012),"
Action, Thriller            ",2.4,"
David begins experiencing cloudy memories of a long-lost life amidst the violent Cortello family in Sicily Ã¢â'¬Â¦ a family he ultimately betrayed. And the wages of sin are deadly.","
    Director:
Carlo Fusco
| 
    Stars:
Gabriele Arena, 
Steven Bauer, 
Vin Bejleri, 
Luigi Maria Burruano
",296,84.0,
5360,Zephyr Springs,(2013),"
Thriller            ",4.2,"
When Dawn and Kayla reunite for a mother-daughter weekend at a popular spa resort, they find themselves fighting for their lives as they discover the visiting guru has turned the resort into a cult nightmare.","
    Director:
Marita Grabiak
| 
    Stars:
Amy Pietz, 
Johnny Whitworth, 
Tracey Fairaway, 
Kelly Curran
",413,88.0,
2396,Class of 83,(2020),"
Action, Crime, Drama            ",5.8,"
The story of an upright policeman-turned-trainer whose wards deal with various complexities.","
    Director:
Atul Sabharwal
| 
    Stars:
Bobby Deol, 
Anup Soni, 
Joy Sengupta, 
Hitesh Bhojraj
","5,197",98.0,
9439, Carmen Sandiego,(2019–2021),"
Animation, Action, Adventure            ",8.6,"
The friends race against V.I.L.E. on the hunt for ancient treasure, searching for three relics hidden in different parts of the world.","
    Directors:
Mike West, 
Kevin Dart
| 
    Stars:
Gina Rodriguez, 
Finn Wolfhard, 
Abby Trott, 
Michael Hawley
",72,,
340,Hell or High Water,(II) (2016),"
Action, Crime, Drama            ",7.6,"
A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.","
    Director:
David Mackenzie
| 
    Stars:
Chris Pine, 
Ben Foster, 
Jeff Bridges, 
Gil Birmingham
","211,816",102.0,$26.86M
3133,The Golem,(2018),"
Drama, Horror            ",5.6,"
During an outbreak of a deadly plague, a mystical woman must save her tight-knit Jewish community from foreign invaders, but the entity she conjures to protect them is a far greater evil.","
    Directors:
Doron Paz, 
Yoav Paz
| 
    Stars:
Hani Furstenberg, 
Ishai Golan, 
Kirill Cernyakov, 
Brynie Furstenberg
","5,153",95.0,
4820,Pandora's Promise,(2013),"
Documentary            ",7.4,"
The atomic bomb and meltdowns like Fukushima have made nuclear power synonymous with global disaster. But what if we've got nuclear power wrong?","
    Director:
Robert Stone
| 
    Stars:
Stewart Brand, 
Richard Rhodes, 
Gwyneth Cravens, 
Mark Lynas
","1,858",87.0,$0.07M
402,Sophie: A Murder in West Cork,(2021),"
Documentary, Crime, History            ",6.9,"
The documentary follows the investigation of Sophie Toscan Du Plantier, a French film and TV producer who was killed while at her isolated holiday cottage in West Cork, Ireland, in 1996.","
            
    Stars:
Ian Bailey, 
Barry Roche, 
Eugene Gilligan, 
Bertrand Bouniol
","3,235",164.0,
8976, Big Mouth,(2017– ),"
Animation, Comedy, Romance            ",8.1,"
Forced out of his own body by his smug alter ego, Nick fights back - with help from his friends and the Gratitoad. Matthew comes out to his dad.","
    Director:
Andres Salaff
| 
    Stars:
Nick Kroll, 
John Mulaney, 
Jessi Klein, 
Jason Mantzoukas
",543,28.0,
2203,Und morgen die ganze Welt,(2020),"
Crime, Drama, Romance            ",6.0,"
How far one is willing to go for the sake of one's political commitment.","
    Director:
Julia von Heinz
| 
    Stars:
Mala Emde, 
Noah Saavedra, 
Tonio Schneider, 
Andreas Lust
","1,928",111.0,
7405, The 100,(2014–2020),"
Drama, Mystery, Sci-Fi            ",8.3,"
Sheidheda makes his move. Meanwhile, a Disciple goes rogue.","
    Director:
Sherwin Shilati
| 
    Stars:
Eliza Taylor, 
Bob Morley, 
Marie Avgeropoulos, 
Lindsey Morgan
","1,624",42.0,
7918, Young Wallander,(2020– ),"
Crime, Drama, Mystery            ",7.5,"
Suspicious of Gustav's ties to the case, Kurt jeopardizes his romance with Mona by confronting the billionaire at a black-tie, Munck family affair.","
    Director:
Jens Jonsson
| 
    Stars:
Adam Pålsson, 
Leanne Best, 
Richard Dillane, 
Ellise Chappell
",292,,
2483,Life Itself,(2014),"
Documentary, Biography            ",7.8,"
The life and career of the renowned film critic and social commentator, Roger Ebert.","
    Director:
Steve James
| 
    Stars:
Roger Ebert, 
Chaz Ebert, 
Gene Siskel, 
Martin Scorsese
","15,182",121.0,$0.81M
7984, Sugar Rush Christmas,(2019– ),"
Reality-TV            ",6.9,"
3 rounds: cupcakes-highlight a nut, confections- feature plums, cake- Nutcracker Suite theme featuring the Mouse King and cheese . Guest judge is Jeanine Mason.","
            
    Stars:
Hunter March, 
Jeanine Mason, 
Candace Nelson, 
Adriano Zumbo
",27,,
5497,Warrior,(2018– ),"
Crime, Drama            ",7.8,"
A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.","
",22,,
5809,Thermae Romae Novae,,"
Animation, Comedy, Fantasy            ",,"
The Roman architect Lucius is transported through time to modern-day Japan, where he learns about Japanese bathhouses and uses this to his gain back home.","
",,,
2162,Bala,(2019),"
Comedy            ",7.3,"
It tells the story of a man who is balding prematurely and how he copes up with the situation.","
    Director:
Amar Kaushik
| 
    Stars:
Ayushmann Khurrana, 
Bhumi Pednekar, 
Yami Gautam, 
Saurabh Shukla
","12,716",133.0,
6379,Last days on Earth,(2020),"
Documentary            ",,"
Last days in the life of the John A. Hegarty, a 46 years old family guy who is diagnosed whit terminal cancer. A journey through the unknown, a trip through Europe. A reflection of his ...                See full summary »
","
    Director:
Germán de la Fuente
",,,
1723,Abducted in Plain Sight,(2017),"
Documentary, Crime            ",6.8,"
The twisting, turning, stranger-than-fiction true story of the Brobergs, a naive, church-going Idaho family that fell under the spell of a sociopathic neighbor with designs on their twelve-year-old daughter.","
    Director:
Skye Borgman
| 
    Stars:
Jan Broberg, 
Bob Broberg, 
Mary Ann Broberg, 
Susan Broberg
","17,078",91.0,
5656,A Tiger in the Dark: The Decadence Saga,(2014 Video),"
Drama, Fantasy, Sci-Fi            ",7.7,"
They have only one purpose...to find you.","
    Director:
Drew Glick
| 
    Stars:
Tod Boulware, 
Chen Drachman, 
Patrícia Faolli, 
Drew Glick
",50,128.0,
2727,Indian Matchmaking,(2020– ),"
Reality-TV, Romance            ",6.2,"
Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.","
            
    Stars:
Sima Taparia, 
Vyasar M. Ganesan, 
Akshay Jakhete, 
Pradhyuman Maloo
","2,785",,
7719, Scams,(2019– ),"
Action, Crime, Drama            ",7.1,"
Add a Plot
","
            
    Stars:
Shôdai Fukuyama, 
Asuka Hanamura, 
Tomoya Maeno, 
Naomi Nishida
",7,,
2506,True Story,(III),"
Comedy, Drama            ",,"
A tour stop in Kid's hometown of Philadelphia becomes a matter of life and death for one of the world's most famous comedians.","
            
    Stars:
Kevin Hart, 
Wesley Snipes, 
William Catlett, 
Abbey Paige
",,,
3157,Miss Representation,(2011),"
Documentary            ",7.6,"
Explores the under-representation of women in positions of power and influence in America, and challenges the media's limited portrayal of what it means to be a powerful woman.","
    Director:
Jennifer Siebel Newsom
| 
    Stars:
Jennifer Siebel Newsom, 
Jean Kilbourne, 
Jim Steyer, 
Katie Couric
","3,709",85.0,
7945, Explained,(2018– ),"
Documentary            ",7.3,"
Beauty may be in the eye of the beholder, but what exactly makes things such as art and architecture aesthetically pleasing, and why do we like looking?","
            
    Stars:
John Waters, 
Steve Price, 
Anjan Chatterjee, 
Richard Prum
",228,,
8488, Clickbait,(2021),"
Crime, Drama, Mystery            ",,"
Add a Plot
","
            
    Stars:
Elizabeth Alexander, 
Jessica Collins, 
Lily Constantine, 
Blake Draper
",,,
